iter,mean_eval,median_eval,pop_best_eval,best_eval,worst_eval
97,1220.5382080078125,-16.064956665039062,-136.49037170410156,-178.32032775878906,7991.34326171875
98,2371.54833984375,1650.01806640625,-139.38046264648438,-178.32032775878906,7991.34326171875
99,721.2410278320312,-60.54423904418945,-146.07928466796875,-178.32032775878906,7991.34326171875
100,1281.6209716796875,36.80312728881836,-155.84603881835938,-178.32032775878906,7991.34326171875
101,2363.31591796875,330.26885986328125,-160.70166015625,-178.32032775878906,7991.34326171875
102,999.7467041015625,-95.8160400390625,-163.6400909423828,-178.32032775878906,7991.34326171875
103,2020.453369140625,100.78673553466797,-180.25389099121094,-180.25389099121094,7991.34326171875
104,1276.65771484375,-26.191524505615234,-154.069580078125,-180.25389099121094,7991.34326171875
105,1523.0272216796875,304.23382568359375,-170.3866424560547,-180.25389099121094,7991.34326171875
106,2029.658447265625,69.38666534423828,-162.79837036132812,-180.25389099121094,7991.34326171875
107,1186.561767578125,-49.05995178222656,-140.87298583984375,-180.25389099121094,7991.34326171875
108,1671.1304931640625,-105.55133056640625,-168.827392578125,-180.25389099121094,7991.34326171875
109,1881.271240234375,130.3593292236328,-159.75306701660156,-180.25389099121094,7991.34326171875
110,2868.87890625,1168.414794921875,-151.01565551757812,-180.25389099121094,7991.34326171875
111,1514.4461669921875,250.7942657470703,-170.4639434814453,-180.25389099121094,7991.34326171875
112,933.7310791015625,-22.64935874938965,-119.60075378417969,-180.25389099121094,7991.34326171875
113,2210.31689453125,364.3724670410156,-143.6038360595703,-180.25389099121094,7991.34326171875
114,1409.752685546875,184.02154541015625,-162.34005737304688,-180.25389099121094,7991.34326171875
115,2137.30859375,-14.372970581054688,-148.177978515625,-180.25389099121094,7991.34326171875
116,1429.166015625,-121.54679107666016,-180.62998962402344,-180.62998962402344,7991.34326171875
117,741.6248779296875,-116.7003173828125,-172.1656951904297,-180.62998962402344,7991.34326171875
118,1673.921875,-105.03605651855469,-174.97000122070312,-180.62998962402344,7991.34326171875
119,1124.9710693359375,-15.952159881591797,-169.76119995117188,-180.62998962402344,7991.34326171875
120,1172.663330078125,-113.60929107666016,-166.46469116210938,-180.62998962402344,7991.34326171875
121,1458.5386962890625,210.3944549560547,-154.0298309326172,-180.62998962402344,7991.34326171875
122,1868.7659912109375,263.4976806640625,-168.28538513183594,-180.62998962402344,7991.34326171875
123,3590.29736328125,242.4525146484375,-197.63002014160156,-197.63002014160156,7991.34326171875
124,1510.9439697265625,11.349353790283203,-144.1644744873047,-197.63002014160156,7991.34326171875
125,2080.590576171875,238.0675048828125,-153.66110229492188,-197.63002014160156,7991.34326171875
126,2104.9541015625,413.8301696777344,-157.4501953125,-197.63002014160156,7991.34326171875
127,2050.486328125,429.2779235839844,-171.32260131835938,-197.63002014160156,7991.34326171875
128,978.6695556640625,-75.19038391113281,-183.94366455078125,-197.63002014160156,7991.34326171875
129,1973.5072021484375,102.24078369140625,-145.95947265625,-197.63002014160156,7991.34326171875
130,1009.6716918945312,64.42643737792969,-160.20989990234375,-197.63002014160156,7991.34326171875
131,909.1585083007812,-67.79756164550781,-159.8822479248047,-197.63002014160156,7991.34326171875
132,1497.4014892578125,48.285011291503906,-162.13560485839844,-197.63002014160156,7991.34326171875
133,1563.162353515625,-52.14258575439453,-165.27500915527344,-197.63002014160156,7991.34326171875
134,2477.76708984375,279.1978759765625,-144.40460205078125,-197.63002014160156,7991.34326171875
135,1083.251953125,-89.05030059814453,-137.33164978027344,-197.63002014160156,7991.34326171875
136,3073.446044921875,920.212158203125,-155.2455291748047,-197.63002014160156,7991.34326171875
137,2639.41845703125,520.7725219726562,-161.69039916992188,-197.63002014160156,7991.34326171875
138,2080.512939453125,30.937339782714844,-164.2250213623047,-197.63002014160156,7991.34326171875
139,1351.9078369140625,-93.9188232421875,-159.9261932373047,-197.63002014160156,7991.34326171875
140,4071.078125,2397.0009765625,-167.16929626464844,-197.63002014160156,7991.34326171875
141,3795.434326171875,2752.107421875,-159.05589294433594,-197.63002014160156,7991.34326171875
142,2179.264404296875,-15.269862174987793,-144.0494384765625,-197.63002014160156,7991.34326171875
143,2393.27294921875,146.84820556640625,-173.25733947753906,-197.63002014160156,7991.34326171875
144,1442.875244140625,-25.7625732421875,-134.5535430908203,-197.63002014160156,7991.34326171875
145,1929.2701416015625,-81.60816955566406,-183.58206176757812,-197.63002014160156,7991.34326171875
146,1952.103515625,249.90261840820312,-164.00466918945312,-197.63002014160156,7991.34326171875
147,774.9341430664062,-94.88987731933594,-156.83055114746094,-197.63002014160156,7991.34326171875
148,2858.972900390625,857.2400512695312,-155.23385620117188,-197.63002014160156,7991.34326171875
149,1570.936767578125,-103.03656005859375,-160.67324829101562,-197.63002014160156,7991.34326171875
150,2610.740234375,791.3593139648438,-164.79345703125,-197.63002014160156,7991.34326171875
151,2615.18408203125,11.851995468139648,-192.2198486328125,-197.63002014160156,7991.34326171875
152,2953.682373046875,471.5435791015625,-173.97750854492188,-197.63002014160156,7991.34326171875
153,2412.50927734375,68.66932678222656,-176.80531311035156,-197.63002014160156,7991.34326171875
154,6326.34765625,7932.28857421875,-145.55274963378906,-197.63002014160156,7991.34326171875
155,3922.3359375,2410.412841796875,-131.77581787109375,-197.63002014160156,7991.34326171875
156,2801.60498046875,738.4612426757812,-180.45193481445312,-197.63002014160156,7991.34326171875
157,3202.36669921875,880.8502807617188,-185.23580932617188,-197.63002014160156,7991.34326171875
158,4184.03662109375,2514.0439453125,-130.76007080078125,-197.63002014160156,7991.34326171875
159,2460.62744140625,361.9768981933594,-174.16900634765625,-197.63002014160156,7991.34326171875
160,895.0945434570312,12.478570938110352,-148.80099487304688,-197.63002014160156,7991.34326171875
161,1253.7835693359375,139.3296356201172,-167.7550048828125,-197.63002014160156,7991.34326171875
162,2239.158203125,141.4525909423828,-142.09030151367188,-197.63002014160156,7991.34326171875
163,1978.6829833984375,89.27372741699219,-156.27772521972656,-197.63002014160156,7991.34326171875
164,2087.845703125,1245.0462646484375,-145.78750610351562,-197.63002014160156,7991.34326171875
165,2436.8896484375,202.76475524902344,-141.9193878173828,-197.63002014160156,7991.34326171875
166,1688.1693115234375,354.1343994140625,-157.41676330566406,-197.63002014160156,7991.34326171875
167,1960.155517578125,1205.794677734375,-159.97341918945312,-197.63002014160156,7991.34326171875
168,2676.748779296875,811.0617065429688,-179.0837860107422,-197.63002014160156,7991.34326171875
169,1280.982177734375,-110.8637466430664,-164.6468048095703,-197.63002014160156,7991.34326171875
170,1603.7572021484375,350.67266845703125,-170.89486694335938,-197.63002014160156,7991.34326171875
171,1692.0111083984375,170.41067504882812,-147.96009826660156,-197.63002014160156,7991.34326171875
172,2177.332763671875,163.02914428710938,-177.23492431640625,-197.63002014160156,7991.34326171875
173,3589.91259765625,2877.68359375,-156.35336303710938,-197.63002014160156,7991.34326171875
174,4182.931640625,4596.748046875,-130.696533203125,-197.63002014160156,7991.34326171875
175,5642.37646484375,7250.8017578125,-33.84976577758789,-197.63002014160156,7991.34326171875
176,4044.154296875,3965.686279296875,-136.7455291748047,-197.63002014160156,7991.34326171875
177,2315.37548828125,576.6528930664062,-115.837890625,-197.63002014160156,7991.34326171875
178,5093.04833984375,6950.7880859375,-137.79989624023438,-197.63002014160156,7991.34326171875
179,5253.1064453125,5605.6494140625,-137.375244140625,-197.63002014160156,7991.34326171875
180,1939.120361328125,730.5404052734375,-149.81320190429688,-197.63002014160156,7991.34326171875
181,3817.750732421875,3566.7890625,-130.55213928222656,-197.63002014160156,7991.34326171875
182,1347.746826171875,28.183109283447266,-172.8187255859375,-197.63002014160156,7991.34326171875
183,2774.780029296875,928.8951416015625,-169.44903564453125,-197.63002014160156,7991.34326171875
184,1982.502685546875,643.8384399414062,-158.107177734375,-197.63002014160156,7991.34326171875
185,2245.96923828125,814.1561889648438,-184.99911499023438,-197.63002014160156,7991.34326171875
186,1533.213134765625,-36.31991195678711,-151.0049285888672,-197.63002014160156,7991.34326171875
187,2863.42041015625,1016.5308837890625,-148.98583984375,-197.63002014160156,7991.34326171875
188,2560.9296875,871.5478515625,-91.71328735351562,-197.63002014160156,7991.34326171875
189,2206.503173828125,966.7667846679688,-160.85128784179688,-197.63002014160156,7991.34326171875
190,3502.19677734375,834.1585693359375,-128.93032836914062,-197.63002014160156,7991.34326171875
191,717.5050048828125,-2.0613155364990234,-157.70521545410156,-197.63002014160156,7991.34326171875
192,2036.7806396484375,275.7997131347656,-155.58152770996094,-197.63002014160156,7991.34326171875
193,2399.091552734375,252.4244384765625,-160.66818237304688,-197.63002014160156,7991.34326171875
194,745.1177978515625,-53.01289749145508,-152.9281005859375,-197.63002014160156,7991.34326171875
195,1735.004638671875,-55.19878387451172,-171.91061401367188,-197.63002014160156,7991.34326171875
196,964.5079956054688,3.523733139038086,-166.99754333496094,-197.63002014160156,7991.34326171875
197,1136.773193359375,56.27166748046875,-179.6168212890625,-197.63002014160156,7991.34326171875
198,1409.149658203125,66.31922912597656,-162.8791961669922,-197.63002014160156,7991.34326171875
199,957.6144409179688,-67.51348114013672,-145.77923583984375,-197.63002014160156,7991.34326171875
200,724.2897338867188,-56.247440338134766,-165.96766662597656,-197.63002014160156,7991.34326171875
201,1782.5146484375,-4.411190032958984,-151.98236083984375,-197.63002014160156,7991.34326171875
202,2319.01904296875,75.23092651367188,-184.98626708984375,-197.63002014160156,7991.34326171875
203,1555.570068359375,-32.12352752685547,-162.1834259033203,-197.63002014160156,7991.34326171875
204,2863.289306640625,470.5741882324219,-165.50869750976562,-197.63002014160156,7991.34326171875
205,1055.18896484375,-33.40061950683594,-160.04446411132812,-197.63002014160156,7991.34326171875
206,1065.8861083984375,1.6816058158874512,-176.02749633789062,-197.63002014160156,7991.34326171875
207,1772.012939453125,-14.956048965454102,-179.5396728515625,-197.63002014160156,7991.34326171875
208,1927.009033203125,381.082763671875,-178.98263549804688,-197.63002014160156,7991.34326171875
209,2343.139892578125,246.20706176757812,-174.9810333251953,-197.63002014160156,7991.34326171875
210,1963.570068359375,271.309814453125,-167.3211669921875,-197.63002014160156,7991.34326171875
211,2033.6744384765625,430.54736328125,-173.86915588378906,-197.63002014160156,7991.34326171875
212,1069.6644287109375,50.12131881713867,-148.39627075195312,-197.63002014160156,7991.34326171875
213,2096.58251953125,253.47496032714844,-148.32611083984375,-197.63002014160156,7991.34326171875
214,3279.35498046875,217.005126953125,-168.82432556152344,-197.63002014160156,7991.34326171875
215,563.5377807617188,-108.83621978759766,-159.44595336914062,-197.63002014160156,7991.34326171875
216,1375.2991943359375,-67.17989349365234,-174.93801879882812,-197.63002014160156,7991.34326171875
217,2090.496826171875,710.2127685546875,-161.8753662109375,-197.63002014160156,7991.34326171875
218,2487.81591796875,-66.93232727050781,-173.39837646484375,-197.63002014160156,7991.34326171875
219,1540.0093994140625,-104.06086730957031,-173.347900390625,-197.63002014160156,7991.34326171875
220,2516.101318359375,330.1299743652344,-162.92372131347656,-197.63002014160156,7991.34326171875
221,1198.55224609375,-43.941131591796875,-189.6192626953125,-197.63002014160156,7991.34326171875
222,1797.368408203125,-66.9920425415039,-145.52200317382812,-197.63002014160156,7991.34326171875
223,885.564453125,-72.80183410644531,-164.4967498779297,-197.63002014160156,7991.34326171875
224,3090.195068359375,898.0770263671875,-167.95143127441406,-197.63002014160156,7991.34326171875
225,2260.716064453125,-0.6437077522277832,-158.9136962890625,-197.63002014160156,7991.34326171875
226,2456.386962890625,-121.66339111328125,-188.75103759765625,-197.63002014160156,7991.34326171875
227,1353.512939453125,-119.74304962158203,-183.8801727294922,-197.63002014160156,7991.34326171875
228,1944.335693359375,-109.61038970947266,-193.67929077148438,-197.63002014160156,7991.34326171875
229,1230.7764892578125,-54.66411209106445,-161.78189086914062,-197.63002014160156,7991.34326171875
230,1743.0579833984375,-75.48090362548828,-173.59466552734375,-197.63002014160156,7991.34326171875
231,1098.5557861328125,-137.1385040283203,-174.33755493164062,-197.63002014160156,7991.34326171875
232,1200.144775390625,-138.89410400390625,-173.67047119140625,-197.63002014160156,7991.34326171875
233,911.3839111328125,-116.05535888671875,-170.07632446289062,-197.63002014160156,7991.34326171875
234,2487.241455078125,-120.60001373291016,-174.60281372070312,-197.63002014160156,7991.34326171875
235,1378.0247802734375,-131.8877716064453,-183.20938110351562,-197.63002014160156,7991.34326171875
236,1464.8209228515625,-120.26238250732422,-174.60353088378906,-197.63002014160156,7991.34326171875
237,-88.34358215332031,-129.74449157714844,-203.09107971191406,-203.09107971191406,7991.34326171875
238,322.9944763183594,-131.39407348632812,-176.45755004882812,-203.09107971191406,7991.34326171875
239,658.04052734375,-135.55018615722656,-165.12704467773438,-203.09107971191406,7991.34326171875
240,617.4385986328125,-126.45323944091797,-161.63963317871094,-203.09107971191406,7991.34326171875
241,1795.4970703125,-102.23683166503906,-162.35658264160156,-203.09107971191406,7991.34326171875
242,851.5677490234375,-125.58636474609375,-149.88986206054688,-203.09107971191406,7992.35498046875
243,430.69146728515625,-125.65779113769531,-164.7992706298828,-203.09107971191406,7992.35498046875
244,1121.2703857421875,-107.10425567626953,-175.8819580078125,-203.09107971191406,7992.35498046875
245,711.4256591796875,-132.2646484375,-174.4251708984375,-203.09107971191406,7992.35498046875
246,1805.994140625,2.988941192626953,-154.25538635253906,-203.09107971191406,7992.35498046875
247,876.5755004882812,-116.94082641601562,-186.72000122070312,-203.09107971191406,7992.35498046875
248,844.2669067382812,-107.14842224121094,-179.92735290527344,-203.09107971191406,7992.35498046875
249,291.93255615234375,-110.89073181152344,-166.11544799804688,-203.09107971191406,7992.35498046875
250,354.78125,-96.79347229003906,-157.79344177246094,-203.09107971191406,7992.35498046875
251,99.36378479003906,-132.11029052734375,-180.7235107421875,-203.09107971191406,7992.35498046875
252,1625.443115234375,235.13076782226562,-165.263671875,-203.09107971191406,7992.35498046875
253,646.6419067382812,-82.47122955322266,-173.7772674560547,-203.09107971191406,7992.35498046875
254,21.255035400390625,-105.140625,-156.9830780029297,-203.09107971191406,7992.35498046875
255,188.66610717773438,-46.7954216003418,-179.73593139648438,-203.09107971191406,7992.35498046875
256,45.71869659423828,-101.13086700439453,-165.22695922851562,-203.09107971191406,7992.35498046875
257,495.2379455566406,-102.54742431640625,-166.4813995361328,-203.09107971191406,7992.35498046875
258,-124.83160400390625,-131.56103515625,-162.82339477539062,-203.09107971191406,7992.35498046875
259,1543.690185546875,-113.35562133789062,-160.91983032226562,-203.09107971191406,7992.35498046875
260,680.4207153320312,-98.0858154296875,-170.32518005371094,-203.09107971191406,7992.35498046875
261,997.5604248046875,35.43978500366211,-169.96080017089844,-203.09107971191406,7992.35498046875
262,562.6614990234375,-64.52053833007812,-166.75445556640625,-203.09107971191406,7992.35498046875
263,563.85791015625,-81.47159576416016,-180.793212890625,-203.09107971191406,7992.35498046875
264,1293.308837890625,-77.00509643554688,-158.85421752929688,-203.09107971191406,7992.35498046875
265,1148.0234375,-66.31318664550781,-162.15577697753906,-203.09107971191406,7992.35498046875
266,203.10140991210938,-117.18666076660156,-166.79592895507812,-203.09107971191406,7992.35498046875
267,481.97320556640625,-104.20878601074219,-167.00132751464844,-203.09107971191406,7992.35498046875
268,199.96224975585938,-114.72218322753906,-157.9091796875,-203.09107971191406,7992.35498046875
269,242.5435791015625,-85.2697525024414,-182.67898559570312,-203.09107971191406,7992.35498046875
270,889.1803588867188,-105.36477661132812,-159.462158203125,-203.09107971191406,7992.35498046875
271,1918.880859375,2.0603036880493164,-168.3148651123047,-203.09107971191406,7992.35498046875
272,646.5091552734375,-96.13677978515625,-164.2790985107422,-203.09107971191406,7992.35498046875
273,1064.867919921875,96.2800521850586,-147.7789764404297,-203.09107971191406,7992.35498046875
274,214.17782592773438,-104.0116958618164,-184.5225067138672,-203.09107971191406,7992.35498046875
275,1221.16748046875,106.71186065673828,-161.61343383789062,-203.09107971191406,7992.35498046875
276,451.3681640625,-32.879302978515625,-163.37522888183594,-203.09107971191406,7992.35498046875
277,711.7709350585938,-76.8337173461914,-182.71588134765625,-203.09107971191406,7992.35498046875
278,637.0787353515625,-116.56092071533203,-146.1536407470703,-203.09107971191406,7992.35498046875
279,265.0863037109375,-86.70585632324219,-173.77890014648438,-203.09107971191406,7992.35498046875
280,746.830322265625,-119.69580078125,-161.00584411621094,-203.09107971191406,7992.35498046875
281,837.9142456054688,-131.8954620361328,-160.8599090576172,-203.09107971191406,7992.35498046875
282,485.4349060058594,-115.11941528320312,-175.9847412109375,-203.09107971191406,7992.35498046875
283,46.854068756103516,-129.9740753173828,-163.25885009765625,-203.09107971191406,7992.35498046875
284,333.509521484375,-137.61920166015625,-168.79371643066406,-203.09107971191406,7992.35498046875
285,1132.92724609375,-112.15145111083984,-161.69512939453125,-203.09107971191406,7992.35498046875
286,795.61474609375,-102.20291137695312,-165.29881286621094,-203.09107971191406,7992.35498046875
287,1401.6463623046875,-121.2257080078125,-168.66920471191406,-203.09107971191406,7992.35498046875
288,481.0775451660156,-111.56341552734375,-172.4001007080078,-203.09107971191406,7992.35498046875
289,867.0218505859375,-112.83125305175781,-153.5450439453125,-203.09107971191406,7992.35498046875
290,557.4305419921875,-132.6859588623047,-157.55075073242188,-203.09107971191406,7992.35498046875
291,1265.0753173828125,-118.91156005859375,-174.07589721679688,-203.09107971191406,7992.35498046875
292,3098.73095703125,1877.6448974609375,-169.51255798339844,-203.09107971191406,7992.35498046875
293,1672.3131103515625,-104.36167907714844,-158.6726531982422,-203.09107971191406,7992.35498046875
294,807.2822265625,-115.8858871459961,-166.29681396484375,-203.09107971191406,7992.35498046875
295,2642.072265625,48.0495719909668,-153.0632781982422,-203.09107971191406,7992.35498046875
296,514.6909790039062,-124.75740051269531,-163.72254943847656,-203.09107971191406,7992.35498046875
297,1703.2174072265625,-70.48887634277344,-156.60076904296875,-203.09107971191406,7992.35498046875
298,620.6564331054688,-127.9983139038086,-176.8925323486328,-203.09107971191406,7992.35498046875
299,917.0709838867188,-114.0892105102539,-141.92869567871094,-203.09107971191406,7992.35498046875
300,1149.5078125,-107.88322448730469,-178.35372924804688,-203.09107971191406,7992.35498046875
301,1562.251708984375,-128.92440795898438,-167.72201538085938,-203.09107971191406,7992.35498046875
302,-40.29004669189453,-112.14378356933594,-164.06890869140625,-203.09107971191406,7992.35498046875
303,1597.5069580078125,-117.73834991455078,-160.45339965820312,-203.09107971191406,7992.35498046875
304,865.5291137695312,-119.18233489990234,-156.46652221679688,-203.09107971191406,7992.35498046875
305,2189.19775390625,18.860538482666016,-158.14002990722656,-203.09107971191406,7992.35498046875
306,996.2077026367188,-124.05103302001953,-162.60704040527344,-203.09107971191406,7992.35498046875
307,1441.4366455078125,-79.4449462890625,-129.1878204345703,-203.09107971191406,7992.35498046875
308,480.19317626953125,-112.92240905761719,-163.43319702148438,-203.09107971191406,7992.35498046875
309,701.1298217773438,-127.30548095703125,-177.52581787109375,-203.09107971191406,7992.35498046875
310,152.28335571289062,-143.0418701171875,-190.44528198242188,-203.09107971191406,7992.35498046875
311,420.85784912109375,-125.28993225097656,-166.83876037597656,-203.09107971191406,7992.35498046875
312,306.4801330566406,-116.82242584228516,-162.16317749023438,-203.09107971191406,7992.35498046875
313,99.41152954101562,-49.63420486450195,-184.90130615234375,-203.09107971191406,7992.35498046875
314,885.6116943359375,-86.64998626708984,-160.35214233398438,-203.09107971191406,7992.35498046875
315,365.2539978027344,-73.0128173828125,-165.77508544921875,-203.09107971191406,7992.35498046875
316,372.3360595703125,-76.08423614501953,-153.9409942626953,-203.09107971191406,7992.35498046875
317,108.81522369384766,-79.31295776367188,-140.04855346679688,-203.09107971191406,7992.35498046875
318,1589.1380615234375,-60.908668518066406,-133.19436645507812,-203.09107971191406,7992.35498046875
319,677.3849487304688,-50.17970657348633,-155.50791931152344,-203.09107971191406,7992.35498046875
