iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,10062.4345703125,3875.288818359375,8068.1083984375,3875.288818359375,15012.0
2,7077.97509765625,4814.02392578125,6205.0,3875.288818359375,15012.0
3,7262.2998046875,4690.0,6315.0,3875.288818359375,15102.0
4,7031.14990234375,4900.0,6195.0,3875.288818359375,15102.0
5,7126.2861328125,5115.0,6520.0,3875.288818359375,15102.0
6,6817.41650390625,4455.0,6255.0,3875.288818359375,15102.0
7,5929.87890625,3905.0,5980.0,3875.288818359375,15102.0
8,6237.0,4820.0,6170.0,3875.288818359375,15102.0
9,6271.0673828125,4560.0,6040.0,3875.288818359375,15102.0
10,6940.8623046875,4500.0,5670.0,3875.288818359375,15102.0
11,5985.5,3675.0,5940.0,3675.0,15102.0
12,5976.64990234375,3720.0,5805.0,3675.0,15102.0
13,6983.2001953125,5060.0,6390.0,3675.0,15102.0
14,6939.6142578125,4325.0,6255.0,3675.0,15102.0
15,6161.10009765625,4185.0,5580.0,3675.0,15102.0
16,7017.7001953125,5085.0,6105.0,3675.0,15102.0
17,5972.53271484375,4400.0,6165.0,3675.0,15102.0
18,6527.44873046875,3365.0,5925.0,3365.0,15102.0
19,6237.75,4170.0,5935.0,3365.0,15102.0
20,5706.23388671875,4000.0,5460.0,3365.0,15102.0
21,6777.52197265625,4530.0,6255.0,3365.0,15102.0
22,7396.1572265625,4895.0,6050.0,3365.0,15102.0
23,7426.5751953125,4950.0,6080.0,3365.0,16357.0
24,5926.90576171875,5015.0,5885.0,3365.0,16357.0
25,7258.7841796875,4789.2880859375,6405.0,3365.0,16357.0
26,7415.38427734375,4045.0,6445.0,3365.0,16357.0
27,5654.04931640625,3615.0,5725.0,3365.0,16357.0
28,6129.7568359375,3225.0,6065.0,3225.0,16357.0
29,6115.18603515625,3115.0,5750.0,3115.0,16357.0
30,5972.5,4570.0,6135.0,3115.0,16357.0
31,6935.19384765625,4110.0,6550.0,3115.0,16357.0
32,5874.5380859375,3755.0,5970.0,3115.0,16357.0
33,6561.53271484375,4300.0,6070.0,3115.0,16357.0
34,6536.44970703125,4120.0,5915.0,3115.0,16357.0
35,6609.39990234375,3910.0,5880.0,3115.0,16357.0
36,6219.85009765625,4250.0,5940.0,3115.0,16357.0
37,7552.64990234375,3440.0,6025.0,3115.0,16357.0
38,6731.8701171875,4005.0,6340.0,3115.0,16357.0
39,6622.62353515625,4285.0,6260.0,3115.0,16357.0
40,5915.5029296875,3990.0,5750.0,3115.0,16357.0
41,6121.17529296875,4120.0,5670.0,3115.0,16357.0
42,7818.38671875,4730.0,6750.02392578125,3115.0,16357.0
43,6882.8056640625,3865.0,6255.0,3115.0,16357.0
44,6482.2578125,3855.0,6115.0,3115.0,16357.0
45,6519.1376953125,4105.0,5880.47021484375,3115.0,16357.0
46,6545.75,4130.0,6505.0,3115.0,16357.0
47,6718.42822265625,4580.234375,6230.0,3115.0,16357.0
48,6788.9482421875,4515.0400390625,6315.0,3115.0,16357.0
49,6655.2578125,5291.9716796875,6380.0,3115.0,16357.0
50,7064.9892578125,3590.0,6055.0,3115.0,16357.0
51,6489.8232421875,4875.0,5805.0,3115.0,16357.0
52,5781.01025390625,3915.0,5850.0,3115.0,16357.0
53,5661.359375,4085.0,5607.18505859375,3115.0,16357.0
54,7012.2216796875,3880.0,6257.12353515625,3115.0,16357.0
55,6247.13134765625,4805.22900390625,5910.0,3115.0,16357.0
56,6835.1171875,3900.0,6280.259765625,3115.0,16357.0
57,6676.18896484375,4090.0,6225.1865234375,3115.0,16357.0
58,6650.67822265625,4885.03564453125,5815.0,3115.0,16357.0
59,6258.453125,4185.0,5820.0,3115.0,16357.0
60,6433.619140625,4836.2939453125,6211.16259765625,3115.0,16357.0
61,6486.10693359375,4995.00048828125,6128.61865234375,3115.0,16357.0
62,6956.63671875,4725.54248046875,6495.05908203125,3115.0,16357.0
63,6102.1103515625,3495.8408203125,5885.02294921875,3115.0,16357.0
64,6149.9189453125,4122.50244140625,5650.0,3115.0,16357.0
65,6312.50634765625,4640.54638671875,6200.0,3115.0,16357.0
66,7675.3203125,4534.13671875,7007.72802734375,3115.0,16357.0
67,7866.68505859375,4552.00537109375,7196.84716796875,3115.0,16357.0
68,7093.0234375,4850.0,6467.11865234375,3115.0,16357.0
69,6359.01953125,4720.0,5875.0,3115.0,16357.0
70,6642.09912109375,3995.0,6185.6240234375,3115.0,16357.0
71,7479.70458984375,4615.0,6525.0,3115.0,16933.4609375
72,6529.7998046875,4135.0,5800.0,3115.0,16933.4609375
73,6086.72607421875,4343.861328125,5900.0,3115.0,16933.4609375
74,6050.74365234375,3530.576904296875,6150.0,3115.0,16933.4609375
75,5917.87939453125,4055.314697265625,6060.05810546875,3115.0,16933.4609375
76,5998.4921875,4555.06494140625,5603.9833984375,3115.0,16933.4609375
77,6295.1259765625,5012.37841796875,6005.00390625,3115.0,16933.4609375
78,6554.8935546875,4367.8603515625,6130.39892578125,3115.0,16933.4609375
79,6494.73193359375,4210.013671875,6164.91796875,3115.0,16933.4609375
80,6939.6025390625,3196.110595703125,5975.2060546875,3115.0,19237.25
81,6634.3798828125,4442.74560546875,6570.11083984375,3115.0,19237.25
82,6835.2138671875,3825.236572265625,6055.35986328125,3115.0,19237.25
83,6276.74365234375,4024.155517578125,6416.310546875,3115.0,19237.25
84,6185.0947265625,4080.836181640625,5975.0068359375,3115.0,19237.25
85,6202.1572265625,4591.19580078125,6340.0,3115.0,19237.25
86,6329.32080078125,3210.105712890625,6320.00244140625,3115.0,19237.25
87,6184.552734375,4095.0,6048.82958984375,3115.0,19237.25
88,6885.07275390625,5230.0,6257.57958984375,3115.0,19237.25
89,6331.55419921875,4570.669921875,5760.0,3115.0,19237.25
90,6917.8564453125,4565.0,6515.0,3115.0,19237.25
91,6258.8095703125,4190.43310546875,6215.0625,3115.0,19237.25
92,5757.5263671875,4145.39208984375,5437.36279296875,3115.0,19237.25
93,5900.0673828125,4330.0,5775.509765625,3115.0,19237.25
94,6298.0126953125,5065.0,6109.10546875,3115.0,19237.25
95,6276.01171875,2875.0,5660.0,2875.0,19237.25
