iter,stepsize,median_eval,pop_best_eval,mean_eval,best_eval,worst_eval
48,ReadOnlyTensor(0.0739),-20.0,140.05807495117188,-1.3685842752456665,319.9358825683594,-288.36358642578125
49,ReadOnlyTensor(0.0739),20.05013656616211,234.1026611328125,48.1341552734375,319.9358825683594,-288.36358642578125
50,ReadOnlyTensor(0.0738),-40.0,66.22716522216797,-27.6871280670166,319.9358825683594,-288.36358642578125
51,ReadOnlyTensor(0.0737),79.18014526367188,190.97874450683594,76.84302520751953,319.9358825683594,-288.36358642578125
52,ReadOnlyTensor(0.0735),20.0,160.0,27.48518943786621,319.9358825683594,-288.36358642578125
53,ReadOnlyTensor(0.0735),12.969461441040039,200.1417694091797,33.73876190185547,319.9358825683594,-288.36358642578125
54,ReadOnlyTensor(0.0733),-20.0,100.03936004638672,-6.991105079650879,319.9358825683594,-288.36358642578125
55,ReadOnlyTensor(0.0732),80.04853820800781,209.77146911621094,81.18828582763672,319.9358825683594,-288.36358642578125
56,ReadOnlyTensor(0.0732),-40.0,60.0,-40.34856414794922,319.9358825683594,-288.36358642578125
57,ReadOnlyTensor(0.0731),40.0,135.89149475097656,12.890600204467773,319.9358825683594,-346.87371826171875
58,ReadOnlyTensor(0.0731),20.031997680664062,225.4222412109375,46.37559509277344,319.9358825683594,-346.87371826171875
59,ReadOnlyTensor(0.0731),57.470130920410156,240.1247100830078,66.58663177490234,319.9358825683594,-346.87371826171875
60,ReadOnlyTensor(0.0731),95.32759857177734,199.12649536132812,83.72423553466797,319.9358825683594,-346.87371826171875
61,ReadOnlyTensor(0.0731),20.0,160.08859252929688,23.256183624267578,319.9358825683594,-346.87371826171875
62,ReadOnlyTensor(0.0730),99.37420654296875,260.0818786621094,100.59529876708984,319.9358825683594,-346.87371826171875
63,ReadOnlyTensor(0.0729),20.0,126.07953643798828,47.52211380004883,319.9358825683594,-346.87371826171875
64,ReadOnlyTensor(0.0729),32.24748229980469,200.09335327148438,40.68715286254883,319.9358825683594,-346.87371826171875
65,ReadOnlyTensor(0.0729),60.07278823852539,180.0894012451172,68.05122375488281,319.9358825683594,-346.87371826171875
66,ReadOnlyTensor(0.0730),60.054412841796875,200.08897399902344,65.69776916503906,319.9358825683594,-346.87371826171875
67,ReadOnlyTensor(0.0730),20.0,136.9051055908203,30.592432022094727,319.9358825683594,-346.87371826171875
68,ReadOnlyTensor(0.0730),40.0,160.12791442871094,42.34229278564453,319.9358825683594,-346.87371826171875
69,ReadOnlyTensor(0.0730),40.0,180.18043518066406,51.5785026550293,319.9358825683594,-346.87371826171875
70,ReadOnlyTensor(0.0731),40.0,200.16830444335938,53.9189338684082,319.9358825683594,-346.87371826171875
71,ReadOnlyTensor(0.0731),80.0,160.0980987548828,53.620140075683594,319.9358825683594,-346.87371826171875
72,ReadOnlyTensor(0.0731),96.54794311523438,193.05345153808594,89.50003814697266,319.9358825683594,-346.87371826171875
73,ReadOnlyTensor(0.0730),0.0,140.0,-5.237353324890137,319.9358825683594,-346.87371826171875
74,ReadOnlyTensor(0.0729),40.0,160.087890625,28.927555084228516,319.9358825683594,-346.87371826171875
75,ReadOnlyTensor(0.0729),20.0,180.0,19.025524139404297,319.9358825683594,-346.87371826171875
76,ReadOnlyTensor(0.0728),60.0,256.9225769042969,84.00636291503906,319.9358825683594,-346.87371826171875
77,ReadOnlyTensor(0.0729),87.52811431884766,292.1201171875,106.3558120727539,319.9358825683594,-346.87371826171875
78,ReadOnlyTensor(0.0728),20.0,218.8854522705078,17.74192237854004,319.9358825683594,-346.87371826171875
79,ReadOnlyTensor(0.0728),20.079378128051758,100.07967376708984,21.372163772583008,319.9358825683594,-346.87371826171875
80,ReadOnlyTensor(0.0728),20.0,140.0,11.923657417297363,319.9358825683594,-346.87371826171875
81,ReadOnlyTensor(0.0727),59.71989822387695,172.09014892578125,55.12683868408203,319.9358825683594,-346.87371826171875
82,ReadOnlyTensor(0.0726),0.0,200.11973571777344,15.335017204284668,319.9358825683594,-346.87371826171875
83,ReadOnlyTensor(0.0726),-20.0,140.0,-0.8096664547920227,319.9358825683594,-346.87371826171875
84,ReadOnlyTensor(0.0725),0.0,160.0939178466797,8.890016555786133,319.9358825683594,-346.87371826171875
85,ReadOnlyTensor(0.0723),40.0,140.06983947753906,33.98958206176758,319.9358825683594,-346.87371826171875
86,ReadOnlyTensor(0.0722),60.0,200.0,47.88001251220703,319.9358825683594,-346.87371826171875
87,ReadOnlyTensor(0.0721),95.100830078125,182.5355224609375,70.35731506347656,319.9358825683594,-346.87371826171875
88,ReadOnlyTensor(0.0719),80.0,200.12594604492188,65.33793640136719,319.9358825683594,-346.87371826171875
89,ReadOnlyTensor(0.0716),40.0,174.53695678710938,59.732810974121094,319.9358825683594,-346.87371826171875
90,ReadOnlyTensor(0.0713),20.0,160.0,19.429996490478516,319.9358825683594,-346.87371826171875
91,ReadOnlyTensor(0.0711),20.0,120.0,23.829299926757812,319.9358825683594,-346.87371826171875
92,ReadOnlyTensor(0.0709),20.0,100.0,23.0,319.9358825683594,-346.87371826171875
93,ReadOnlyTensor(0.0708),0.0,100.0,3.3319778442382812,319.9358825683594,-346.87371826171875
94,ReadOnlyTensor(0.0707),60.0,269.4474182128906,94.13566589355469,319.9358825683594,-346.87371826171875
95,ReadOnlyTensor(0.0708),20.0,160.0,25.0,319.9358825683594,-346.87371826171875
96,ReadOnlyTensor(0.0708),40.0,200.0,47.0,319.9358825683594,-346.87371826171875
97,ReadOnlyTensor(0.0709),60.0,120.0,51.906822204589844,319.9358825683594,-346.87371826171875
98,ReadOnlyTensor(0.0708),0.0,140.0,7.152798652648926,319.9358825683594,-346.87371826171875
99,ReadOnlyTensor(0.0709),40.0,200.0,57.93510055541992,319.9358825683594,-346.87371826171875
100,ReadOnlyTensor(0.0710),39.47584533691406,200.0,48.596961975097656,319.9358825683594,-346.87371826171875
101,ReadOnlyTensor(0.0711),20.0,194.94842529296875,46.60743713378906,319.9358825683594,-346.87371826171875
102,ReadOnlyTensor(0.0712),60.0,280.1539611816406,52.24518966674805,319.9358825683594,-346.87371826171875
103,ReadOnlyTensor(0.0714),74.99161529541016,160.0,83.41131591796875,319.9358825683594,-346.87371826171875
104,ReadOnlyTensor(0.0715),71.24150085449219,191.0790557861328,69.02376556396484,319.9358825683594,-346.87371826171875
105,ReadOnlyTensor(0.0716),20.0,180.0,36.28786087036133,319.9358825683594,-346.87371826171875
106,ReadOnlyTensor(0.0716),20.0,157.39254760742188,20.974191665649414,319.9358825683594,-346.87371826171875
107,ReadOnlyTensor(0.0718),20.0,260.0,35.94832992553711,319.9358825683594,-346.87371826171875
108,ReadOnlyTensor(0.0718),20.0,240.0,49.91042709350586,319.9358825683594,-346.87371826171875
109,ReadOnlyTensor(0.0719),40.0,158.95079040527344,46.279842376708984,319.9358825683594,-346.87371826171875
110,ReadOnlyTensor(0.0720),60.0,230.8882293701172,61.32533645629883,319.9358825683594,-346.87371826171875
111,ReadOnlyTensor(0.0720),40.0,140.0,25.0,319.9358825683594,-346.87371826171875
112,ReadOnlyTensor(0.0721),40.0,240.1901092529297,59.2925910949707,319.9358825683594,-346.87371826171875
113,ReadOnlyTensor(0.0722),20.0,180.0,37.091270446777344,319.9358825683594,-346.87371826171875
114,ReadOnlyTensor(0.0724),20.0,182.84130859375,38.142066955566406,319.9358825683594,-346.87371826171875
115,ReadOnlyTensor(0.0725),80.0,180.0,73.10618591308594,319.9358825683594,-346.87371826171875
116,ReadOnlyTensor(0.0726),-80.0,20.121030807495117,-69.51365661621094,319.9358825683594,-346.87371826171875
117,ReadOnlyTensor(0.0728),0.0,200.0,28.98836898803711,319.9358825683594,-346.87371826171875
118,ReadOnlyTensor(0.0729),20.0,180.0,26.481231689453125,319.9358825683594,-346.87371826171875
119,ReadOnlyTensor(0.0731),60.0,200.0,75.87022399902344,319.9358825683594,-346.87371826171875
120,ReadOnlyTensor(0.0732),60.0,160.0,63.338775634765625,319.9358825683594,-346.87371826171875
121,ReadOnlyTensor(0.0734),40.0,140.0,40.00654602050781,319.9358825683594,-346.87371826171875
122,ReadOnlyTensor(0.0736),40.0,220.0,61.10771942138672,319.9358825683594,-346.87371826171875
123,ReadOnlyTensor(0.0738),40.0,160.0,39.110084533691406,319.9358825683594,-346.87371826171875
124,ReadOnlyTensor(0.0739),60.0,200.0,43.54887390136719,319.9358825683594,-346.87371826171875
125,ReadOnlyTensor(0.0740),60.0,140.0,63.1039924621582,319.9358825683594,-346.87371826171875
126,ReadOnlyTensor(0.0743),60.0,193.84628295898438,61.69231414794922,319.9358825683594,-346.87371826171875
127,ReadOnlyTensor(0.0744),60.0,200.0,84.36222839355469,319.9358825683594,-346.87371826171875
128,ReadOnlyTensor(0.0745),0.0,180.0,28.0,319.9358825683594,-346.87371826171875
129,ReadOnlyTensor(0.0746),20.0,160.0,26.0,319.9358825683594,-346.87371826171875
130,ReadOnlyTensor(0.0747),80.0,216.18951416015625,87.6690444946289,319.9358825683594,-346.87371826171875
131,ReadOnlyTensor(0.0748),80.0,200.0,83.45885467529297,319.9358825683594,-346.87371826171875
132,ReadOnlyTensor(0.0749),20.0,200.0,40.17655944824219,319.9358825683594,-346.87371826171875
133,ReadOnlyTensor(0.0750),20.0,140.0,15.257756233215332,319.9358825683594,-346.87371826171875
134,ReadOnlyTensor(0.0750),20.0,120.0,27.30072593688965,319.9358825683594,-346.87371826171875
135,ReadOnlyTensor(0.0750),40.0,120.0,38.94464874267578,319.9358825683594,-346.87371826171875
136,ReadOnlyTensor(0.0751),20.0,80.0,12.08283805847168,319.9358825683594,-346.87371826171875
137,ReadOnlyTensor(0.0750),80.0,140.0,64.99446105957031,319.9358825683594,-346.87371826171875
138,ReadOnlyTensor(0.0749),0.0,220.0,26.841115951538086,319.9358825683594,-346.87371826171875
139,ReadOnlyTensor(0.0748),20.0,120.0,30.755828857421875,319.9358825683594,-346.87371826171875
140,ReadOnlyTensor(0.0748),40.0,220.0,32.35822296142578,319.9358825683594,-351.0664367675781
141,ReadOnlyTensor(0.0748),0.0,100.0,-53.667755126953125,319.9358825683594,-686.8975219726562
142,ReadOnlyTensor(0.0750),20.0,140.0,4.6267991065979,319.9358825683594,-686.8975219726562
143,ReadOnlyTensor(0.0749),0.0,120.0,-56.70991134643555,319.9358825683594,-686.8975219726562
144,ReadOnlyTensor(0.0750),0.0,165.30328369140625,-38.430809020996094,319.9358825683594,-686.8975219726562
145,ReadOnlyTensor(0.0751),40.0,280.0,28.244415283203125,319.9358825683594,-686.8975219726562
146,ReadOnlyTensor(0.0753),20.0,260.0,32.0,319.9358825683594,-686.8975219726562
147,ReadOnlyTensor(0.0756),0.0,120.0,-5.2725372314453125,319.9358825683594,-686.8975219726562
148,ReadOnlyTensor(0.0759),40.0,160.0,31.9132022857666,319.9358825683594,-686.8975219726562
149,ReadOnlyTensor(0.0761),0.0,160.0,40.88239669799805,319.9358825683594,-686.8975219726562
150,ReadOnlyTensor(0.0764),60.0,160.0,48.97184371948242,319.9358825683594,-686.8975219726562
151,ReadOnlyTensor(0.0767),0.0,120.0,21.8089599609375,319.9358825683594,-686.8975219726562
152,ReadOnlyTensor(0.0771),40.0,180.0,51.6370964050293,319.9358825683594,-686.8975219726562
153,ReadOnlyTensor(0.0774),20.0,160.0,6.951764106750488,319.9358825683594,-686.8975219726562
154,ReadOnlyTensor(0.0776),40.0,163.48077392578125,47.17403793334961,319.9358825683594,-686.8975219726562
155,ReadOnlyTensor(0.0777),20.0,165.92112731933594,46.86045455932617,319.9358825683594,-686.8975219726562
156,ReadOnlyTensor(0.0778),40.0,180.0,47.65178680419922,319.9358825683594,-686.8975219726562
157,ReadOnlyTensor(0.0778),60.0,168.51025390625,64.5263900756836,319.9358825683594,-686.8975219726562
158,ReadOnlyTensor(0.0778),40.0,200.0,38.012691497802734,319.9358825683594,-686.8975219726562
159,ReadOnlyTensor(0.0778),20.0,120.0,25.0,319.9358825683594,-686.8975219726562
160,ReadOnlyTensor(0.0777),20.0,80.0,19.0,319.9358825683594,-686.8975219726562
161,ReadOnlyTensor(0.0777),0.0,160.0,10.0,319.9358825683594,-686.8975219726562
162,ReadOnlyTensor(0.0776),20.0,200.0,13.01777172088623,319.9358825683594,-686.8975219726562
163,ReadOnlyTensor(0.0775),20.0,160.0,33.62788009643555,319.9358825683594,-686.8975219726562
164,ReadOnlyTensor(0.0774),60.0,220.20394897460938,63.89705276489258,319.9358825683594,-686.8975219726562
165,ReadOnlyTensor(0.0773),20.0,160.1418914794922,28.007095336914062,319.9358825683594,-686.8975219726562
166,ReadOnlyTensor(0.0773),20.0,140.0,28.0,319.9358825683594,-686.8975219726562
167,ReadOnlyTensor(0.0772),60.0,180.0,66.0,319.9358825683594,-686.8975219726562
168,ReadOnlyTensor(0.0770),60.0,180.0,49.16448974609375,319.9358825683594,-686.8975219726562
169,ReadOnlyTensor(0.0770),40.0,340.0,81.7191390991211,340.0,-686.8975219726562
170,ReadOnlyTensor(0.0768),0.0,160.0,20.0,340.0,-686.8975219726562
171,ReadOnlyTensor(0.0767),0.0,121.04629516601562,-8.622241020202637,340.0,-686.8975219726562
172,ReadOnlyTensor(0.0766),60.0,260.0,9.015569686889648,340.0,-686.8975219726562
173,ReadOnlyTensor(0.0765),20.0,180.0,37.0,340.0,-686.8975219726562
174,ReadOnlyTensor(0.0764),60.0,140.0,42.05514144897461,340.0,-686.8975219726562
175,ReadOnlyTensor(0.0764),60.0,180.0,63.167503356933594,340.0,-686.8975219726562
176,ReadOnlyTensor(0.0764),33.989280700683594,200.0,41.33955001831055,340.0,-686.8975219726562
177,ReadOnlyTensor(0.0763),80.0,220.0,86.8433837890625,340.0,-686.8975219726562
178,ReadOnlyTensor(0.0763),60.0,280.0,74.0,340.0,-686.8975219726562
179,ReadOnlyTensor(0.0761),100.0,292.8714599609375,120.48184967041016,340.0,-686.8975219726562
180,ReadOnlyTensor(0.0760),84.36566162109375,340.0,91.2298355102539,340.0,-686.8975219726562
181,ReadOnlyTensor(0.0758),20.0,269.88433837890625,56.49421310424805,340.0,-686.8975219726562
182,ReadOnlyTensor(0.0758),20.0,140.0,30.544933319091797,340.0,-686.8975219726562
183,ReadOnlyTensor(0.0757),20.0,220.0,33.30887222290039,340.0,-686.8975219726562
184,ReadOnlyTensor(0.0755),0.0,80.0,-40.052059173583984,340.0,-748.545654296875
185,ReadOnlyTensor(0.0754),20.0,200.0,1.1368789672851562,340.0,-748.545654296875
186,ReadOnlyTensor(0.0753),20.0,80.0,-13.064618110656738,340.0,-748.545654296875
187,ReadOnlyTensor(0.0752),20.0,140.0,9.281550407409668,340.0,-748.545654296875
188,ReadOnlyTensor(0.0751),40.0,140.0,25.446945190429688,340.0,-748.545654296875
189,ReadOnlyTensor(0.0749),60.0,220.0,73.78627014160156,340.0,-748.545654296875
190,ReadOnlyTensor(0.0747),20.0,280.0,45.52092742919922,340.0,-748.545654296875
191,ReadOnlyTensor(0.0746),40.0,220.0,53.333740234375,340.0,-748.545654296875
192,ReadOnlyTensor(0.0744),51.042884826660156,140.0,55.552146911621094,340.0,-748.545654296875
193,ReadOnlyTensor(0.0742),40.0,240.0,51.6614990234375,340.0,-748.545654296875
194,ReadOnlyTensor(0.0740),40.0,320.0,58.202049255371094,340.0,-748.545654296875
195,ReadOnlyTensor(0.0739),80.0,225.7906494140625,85.84431457519531,340.0,-748.545654296875
196,ReadOnlyTensor(0.0739),40.0,160.0,28.990245819091797,340.0,-748.545654296875
197,ReadOnlyTensor(0.0738),60.0,180.0,32.985260009765625,340.0,-748.545654296875
198,ReadOnlyTensor(0.0738),0.0,200.0,-15.83485221862793,340.0,-748.545654296875
199,ReadOnlyTensor(0.0738),40.0,240.0,52.2510871887207,340.0,-748.545654296875
200,ReadOnlyTensor(0.0737),20.0,200.0,-39.31861114501953,340.0,-748.545654296875
201,ReadOnlyTensor(0.0736),80.0,226.19354248046875,62.90791702270508,340.0,-748.545654296875
202,ReadOnlyTensor(0.0735),80.0,240.0,80.11100769042969,340.0,-748.545654296875
203,ReadOnlyTensor(0.0734),100.0,240.0,89.517333984375,340.0,-748.545654296875
204,ReadOnlyTensor(0.0733),20.0,183.17031860351562,48.01640319824219,340.0,-748.545654296875
205,ReadOnlyTensor(0.0730),100.0,398.145751953125,102.53572082519531,398.145751953125,-748.545654296875
206,ReadOnlyTensor(0.0729),20.0,220.0,50.011268615722656,398.145751953125,-748.545654296875
207,ReadOnlyTensor(0.0728),0.0,140.0,18.0,398.145751953125,-748.545654296875
208,ReadOnlyTensor(0.0727),80.0,365.5662841796875,99.95035552978516,398.145751953125,-748.545654296875
209,ReadOnlyTensor(0.0725),60.0,240.1309814453125,75.3582992553711,398.145751953125,-748.545654296875
210,ReadOnlyTensor(0.0724),120.0,260.0,113.77799224853516,398.145751953125,-748.545654296875
211,ReadOnlyTensor(0.0723),20.0,140.0,27.01068115234375,398.145751953125,-748.545654296875
212,ReadOnlyTensor(0.0722),60.0,340.0,77.0,398.145751953125,-748.545654296875
213,ReadOnlyTensor(0.0721),40.0,160.0,43.0,398.145751953125,-748.545654296875
214,ReadOnlyTensor(0.0722),100.0,280.0,91.61000061035156,398.145751953125,-748.545654296875
215,ReadOnlyTensor(0.0722),60.0,213.9200439453125,68.43423461914062,398.145751953125,-748.545654296875
216,ReadOnlyTensor(0.0722),60.0,160.0,53.397560119628906,398.145751953125,-748.545654296875
217,ReadOnlyTensor(0.0722),40.0,140.0,39.0,398.145751953125,-748.545654296875
218,ReadOnlyTensor(0.0722),40.0,260.0,26.600698471069336,398.145751953125,-748.545654296875
219,ReadOnlyTensor(0.0722),40.0,200.0,50.0,398.145751953125,-748.545654296875
220,ReadOnlyTensor(0.0722),-20.0,228.10232543945312,0.07807159423828125,398.145751953125,-748.545654296875
221,ReadOnlyTensor(0.0723),40.0,352.58837890625,78.64046478271484,398.145751953125,-748.545654296875
222,ReadOnlyTensor(0.0722),-40.0,20.0,-40.0,398.145751953125,-748.545654296875
223,ReadOnlyTensor(0.0723),60.0,240.0,70.0,398.145751953125,-748.545654296875
224,ReadOnlyTensor(0.0724),80.0,260.0,84.0,398.145751953125,-748.545654296875
225,ReadOnlyTensor(0.0724),80.0,260.0,84.6872787475586,398.145751953125,-748.545654296875
226,ReadOnlyTensor(0.0724),60.0,200.0,48.00918197631836,398.145751953125,-748.545654296875
227,ReadOnlyTensor(0.0723),60.0,180.0,51.755035400390625,398.145751953125,-748.545654296875
228,ReadOnlyTensor(0.0721),40.0,180.0,49.65979766845703,398.145751953125,-748.545654296875
229,ReadOnlyTensor(0.0721),80.0,240.0,79.0,398.145751953125,-748.545654296875
230,ReadOnlyTensor(0.0720),60.0,320.0,68.9300308227539,398.145751953125,-748.545654296875
231,ReadOnlyTensor(0.0719),40.0,259.84710693359375,50.63785934448242,398.145751953125,-748.545654296875
232,ReadOnlyTensor(0.0719),80.0,280.0,77.0,398.145751953125,-748.545654296875
233,ReadOnlyTensor(0.0719),60.0,520.7830200195312,74.51979064941406,520.7830200195312,-748.545654296875
234,ReadOnlyTensor(0.0718),120.0,347.7835693359375,124.3891830444336,520.7830200195312,-748.545654296875
235,ReadOnlyTensor(0.0718),80.0,280.0,102.70863342285156,520.7830200195312,-748.545654296875
236,ReadOnlyTensor(0.0718),20.0,200.0,49.65679931640625,520.7830200195312,-748.545654296875
237,ReadOnlyTensor(0.0718),40.0,280.0,82.0,520.7830200195312,-748.545654296875
238,ReadOnlyTensor(0.0718),80.0,300.0,104.16072082519531,520.7830200195312,-748.545654296875
239,ReadOnlyTensor(0.0718),40.0,160.0,47.0,520.7830200195312,-748.545654296875
240,ReadOnlyTensor(0.0719),60.0,220.0,85.36000061035156,520.7830200195312,-748.545654296875
241,ReadOnlyTensor(0.0719),60.0,300.0,58.8236198425293,520.7830200195312,-748.545654296875
242,ReadOnlyTensor(0.0719),20.0,140.0,29.0,520.7830200195312,-748.545654296875
243,ReadOnlyTensor(0.0719),80.0,289.6649169921875,79.46348571777344,520.7830200195312,-748.545654296875
244,ReadOnlyTensor(0.0719),60.0,260.2846374511719,61.7874870300293,520.7830200195312,-748.545654296875
245,ReadOnlyTensor(0.0719),80.0,400.2598571777344,119.0565414428711,520.7830200195312,-748.545654296875
246,ReadOnlyTensor(0.0719),60.0,320.0,89.47547912597656,520.7830200195312,-748.545654296875
247,ReadOnlyTensor(0.0720),180.4163818359375,520.3580322265625,205.89291381835938,520.7830200195312,-748.545654296875
248,ReadOnlyTensor(0.0722),120.0,320.48406982421875,114.52378845214844,520.7830200195312,-748.545654296875
249,ReadOnlyTensor(0.0723),200.42860412597656,560.6036987304688,208.85379028320312,560.6036987304688,-748.545654296875
250,ReadOnlyTensor(0.0725),140.0,620.593017578125,166.54080200195312,620.593017578125,-748.545654296875
251,ReadOnlyTensor(0.0728),140.2410125732422,460.0,206.4359893798828,620.593017578125,-748.545654296875
252,ReadOnlyTensor(0.0731),120.0,495.67657470703125,146.7136688232422,620.593017578125,-748.545654296875
253,ReadOnlyTensor(0.0733),20.0,338.60845947265625,54.51716232299805,620.593017578125,-748.545654296875
254,ReadOnlyTensor(0.0736),100.0,520.5902099609375,148.90872192382812,620.593017578125,-748.545654296875
255,ReadOnlyTensor(0.0739),140.0,420.5435791015625,178.053466796875,620.593017578125,-748.545654296875
256,ReadOnlyTensor(0.0741),80.0,520.2977905273438,187.63897705078125,620.593017578125,-748.545654296875
257,ReadOnlyTensor(0.0744),320.0,719.1530151367188,386.3531799316406,719.1530151367188,-748.545654296875
258,ReadOnlyTensor(0.0747),80.0,420.3985290527344,121.050537109375,719.1530151367188,-748.545654296875
259,ReadOnlyTensor(0.0749),260.0,640.465576171875,318.44683837890625,719.1530151367188,-748.545654296875
260,ReadOnlyTensor(0.0750),140.0,640.4410400390625,212.07589721679688,719.1530151367188,-748.545654296875
261,ReadOnlyTensor(0.0753),25.722373962402344,340.3682556152344,73.34819030761719,719.1530151367188,-748.545654296875
262,ReadOnlyTensor(0.0755),180.0,640.5755004882812,253.1947021484375,719.1530151367188,-748.545654296875
263,ReadOnlyTensor(0.0757),110.17958068847656,600.5861206054688,170.2587890625,719.1530151367188,-748.545654296875
264,ReadOnlyTensor(0.0759),40.0,480.392333984375,126.07991027832031,719.1530151367188,-748.545654296875
