iter,stepsize,median_eval,mean_eval,pop_best_eval
1,ReadOnlyTensor(0.0394),4.432427883148193,4.849834442138672,6.535516738891602
2,ReadOnlyTensor(0.0389),6.5329437255859375,6.413332939147949,8.32447624206543
3,ReadOnlyTensor(0.0384),5.261164665222168,5.492895126342773,7.105424880981445
4,ReadOnlyTensor(0.0379),5.072271347045898,4.963549613952637,5.820713996887207
5,ReadOnlyTensor(0.0375),6.038171291351318,6.071400165557861,7.332820415496826
6,ReadOnlyTensor(0.0371),4.191153526306152,4.345564842224121,5.18356466293335
7,ReadOnlyTensor(0.0368),5.763055324554443,6.185540676116943,7.859107971191406
8,ReadOnlyTensor(0.0364),4.8700337409973145,4.697332859039307,6.282905578613281
9,ReadOnlyTensor(0.0361),6.5248026847839355,6.817073822021484,8.234604835510254
10,ReadOnlyTensor(0.0358),4.606071472167969,4.751282691955566,5.4132399559021
11,ReadOnlyTensor(0.0356),6.086054801940918,5.639665603637695,7.899990081787109
12,ReadOnlyTensor(0.0353),6.284667491912842,6.100618839263916,7.735485076904297
13,ReadOnlyTensor(0.0351),5.154588222503662,5.434311866760254,6.929741859436035
14,ReadOnlyTensor(0.0349),6.911642074584961,6.7307233810424805,8.812612533569336
15,ReadOnlyTensor(0.0347),6.214215278625488,6.104641914367676,7.718870162963867
16,ReadOnlyTensor(0.0344),3.8778984546661377,4.4940924644470215,7.554370880126953
17,ReadOnlyTensor(0.0342),5.655881404876709,5.572251796722412,7.369754791259766
18,ReadOnlyTensor(0.0340),4.867203712463379,5.463196277618408,7.9854230880737305
19,ReadOnlyTensor(0.0338),4.109726905822754,5.401519775390625,8.737550735473633
20,ReadOnlyTensor(0.0337),4.861021041870117,5.620071887969971,8.76512336730957
21,ReadOnlyTensor(0.0335),6.252067565917969,6.268266201019287,9.543963432312012
22,ReadOnlyTensor(0.0333),5.730281829833984,5.859814167022705,7.966678619384766
23,ReadOnlyTensor(0.0332),6.460299968719482,6.810044288635254,11.532071113586426
24,ReadOnlyTensor(0.0330),5.746475696563721,5.966556549072266,7.016584396362305
25,ReadOnlyTensor(0.0329),6.553447723388672,6.955704689025879,9.03989315032959
26,ReadOnlyTensor(0.0328),4.435436248779297,5.277461051940918,10.237455368041992
27,ReadOnlyTensor(0.0326),5.228544235229492,5.651827335357666,7.952815055847168
28,ReadOnlyTensor(0.0325),4.532694339752197,4.551929950714111,7.657086372375488
29,ReadOnlyTensor(0.0324),6.248432159423828,6.820120811462402,15.498428344726562
30,ReadOnlyTensor(0.0323),6.217374801635742,6.36014461517334,9.558648109436035
31,ReadOnlyTensor(0.0322),5.950039386749268,6.478037357330322,10.954073905944824
32,ReadOnlyTensor(0.0321),7.129382610321045,7.010430335998535,9.310481071472168
33,ReadOnlyTensor(0.0320),5.644340515136719,6.647050380706787,14.037053108215332
34,ReadOnlyTensor(0.0319),6.095212936401367,6.981666564941406,12.547548294067383
35,ReadOnlyTensor(0.0319),5.8500566482543945,6.330397605895996,11.492265701293945
36,ReadOnlyTensor(0.0318),7.195868015289307,6.510067939758301,10.592328071594238
37,ReadOnlyTensor(0.0317),4.393538475036621,6.3731818199157715,14.6835355758667
38,ReadOnlyTensor(0.0317),6.042255401611328,7.087933540344238,13.47380542755127
39,ReadOnlyTensor(0.0316),7.112942218780518,7.99459981918335,15.699050903320312
40,ReadOnlyTensor(0.0316),6.601553916931152,7.392239570617676,10.553826332092285
41,ReadOnlyTensor(0.0315),5.3785200119018555,6.178362846374512,10.038747787475586
42,ReadOnlyTensor(0.0315),8.216075897216797,8.69685173034668,16.152889251708984
43,ReadOnlyTensor(0.0315),9.308542251586914,11.371953010559082,21.113113403320312
44,ReadOnlyTensor(0.0315),5.928084850311279,7.055602073669434,10.64026165008545
45,ReadOnlyTensor(0.0314),7.820549964904785,7.95214319229126,9.64024543762207
46,ReadOnlyTensor(0.0314),9.239106178283691,9.288172721862793,12.9022855758667
47,ReadOnlyTensor(0.0314),8.824435234069824,8.883185386657715,12.624635696411133
48,ReadOnlyTensor(0.0314),6.42470645904541,7.7789483070373535,11.850358009338379
49,ReadOnlyTensor(0.0314),4.978085994720459,7.978522300720215,13.314067840576172
50,ReadOnlyTensor(0.0314),8.1903076171875,8.610307693481445,14.74712085723877
51,ReadOnlyTensor(0.0314),7.307436943054199,8.12544059753418,13.815815925598145
52,ReadOnlyTensor(0.0314),6.5265984535217285,7.232763767242432,12.732200622558594
53,ReadOnlyTensor(0.0314),8.798800468444824,10.27755355834961,16.165483474731445
54,ReadOnlyTensor(0.0314),3.763549566268921,5.413620948791504,11.527454376220703
55,ReadOnlyTensor(0.0314),7.337551116943359,8.544408798217773,15.0814208984375
56,ReadOnlyTensor(0.0314),6.019289970397949,6.207439422607422,8.587801933288574
57,ReadOnlyTensor(0.0314),6.15377140045166,8.010998725891113,13.76095199584961
58,ReadOnlyTensor(0.0314),8.732436180114746,8.589296340942383,13.483219146728516
59,ReadOnlyTensor(0.0314),9.132447242736816,8.79351806640625,14.189966201782227
60,ReadOnlyTensor(0.0315),8.25571060180664,10.672186851501465,17.935367584228516
61,ReadOnlyTensor(0.0315),8.49606990814209,9.278179168701172,18.222606658935547
62,ReadOnlyTensor(0.0315),8.831534385681152,9.376307487487793,13.212181091308594
63,ReadOnlyTensor(0.0315),9.10681438446045,10.083758354187012,18.61848258972168
64,ReadOnlyTensor(0.0315),8.40413761138916,7.914151191711426,11.42282772064209
