iter,stepsize,pop_best_eval,mean_eval,median_eval
1,ReadOnlyTensor(0.0980),0.002211380284279585,0.001806525164283812,0.0018962100148200989
2,ReadOnlyTensor(0.0962),0.0023349341936409473,0.0019839489832520485,0.0019734131637960672
3,ReadOnlyTensor(0.0947),0.0025833798572421074,0.0022166252601891756,0.0022273960057646036
4,ReadOnlyTensor(0.0933),0.002297854283824563,0.0020593986846506596,0.0020526719745248556
5,ReadOnlyTensor(0.0921),0.0024600489996373653,0.002197184367105365,0.0022204765118658543
6,ReadOnlyTensor(0.0910),0.002515577245503664,0.002277529798448086,0.0022902763448655605
7,ReadOnlyTensor(0.0899),0.0025801355950534344,0.0022171237505972385,0.0021626618690788746
8,ReadOnlyTensor(0.0889),0.002498169196769595,0.0023211354855448008,0.002306519541889429
9,ReadOnlyTensor(0.0880),0.0026647832710295916,0.002339152153581381,0.0023155708331614733
10,ReadOnlyTensor(0.0872),0.0022241962142288685,0.0020667226053774357,0.0020647160708904266
11,ReadOnlyTensor(0.0865),0.0024942487943917513,0.0022539510391652584,0.002249653683975339
12,ReadOnlyTensor(0.0858),0.002366632455959916,0.0020871940068900585,0.002059644553810358
13,ReadOnlyTensor(0.0852),0.002548667835071683,0.0023399735800921917,0.002305509988218546
14,ReadOnlyTensor(0.0847),0.002546984236687422,0.0022734843660146,0.0022225272841751575
15,ReadOnlyTensor(0.0842),0.0025416971184313297,0.0023967071902006865,0.0023689360823482275
16,ReadOnlyTensor(0.0837),0.002670927671715617,0.0024406802840530872,0.002440846059471369
17,ReadOnlyTensor(0.0832),0.0028118835762143135,0.0025022770278155804,0.0024956855922937393
18,ReadOnlyTensor(0.0828),0.002950423862785101,0.002691159723326564,0.002717349212616682
19,ReadOnlyTensor(0.0824),0.0034588065464049578,0.00264631281606853,0.002476000925526023
20,ReadOnlyTensor(0.0820),0.002483895281329751,0.002293928060680628,0.0021912292577326298
21,ReadOnlyTensor(0.0816),0.0032284739427268505,0.0027020443230867386,0.0026938202790915966
22,ReadOnlyTensor(0.0812),0.0030057462863624096,0.0025187761057168245,0.002407538704574108
23,ReadOnlyTensor(0.0807),0.0033875908702611923,0.0026328368112444878,0.002541049150750041
24,ReadOnlyTensor(0.0804),0.0032091173343360424,0.0027755661867558956,0.002825544448569417
25,ReadOnlyTensor(0.0801),0.005956578068435192,0.0035973500926047564,0.0034979835618287325
26,ReadOnlyTensor(0.0799),0.004750720225274563,0.0035773557610809803,0.0033733993768692017
27,ReadOnlyTensor(0.0797),0.006558770779520273,0.005373550113290548,0.00521366810426116
28,ReadOnlyTensor(0.0795),0.0071494379080832005,0.0048380447551608086,0.004807704593986273
29,ReadOnlyTensor(0.0793),0.007131514605134726,0.0053922273218631744,0.005074453540146351
30,ReadOnlyTensor(0.0792),0.006567970849573612,0.0047837309539318085,0.005099568050354719
31,ReadOnlyTensor(0.0790),0.0067856572568416595,0.0053061386570334435,0.005301116965711117
32,ReadOnlyTensor(0.0789),0.007496572099626064,0.006046579219400883,0.006093072704970837
33,ReadOnlyTensor(0.0787),0.008062266744673252,0.006019621156156063,0.006829542573541403
34,ReadOnlyTensor(0.0786),0.007483272813260555,0.005406694021075964,0.005200222600251436
35,ReadOnlyTensor(0.0785),0.007911475375294685,0.006602942012250423,0.006331775337457657
36,ReadOnlyTensor(0.0784),0.008265996351838112,0.006520410533994436,0.006903284229338169
