iter,stepsize,median_eval,pop_best_eval,mean_eval
29,ReadOnlyTensor(0.0325),6.956927299499512,12.199676513671875,7.5581955909729
30,ReadOnlyTensor(0.0324),9.336999893188477,12.146556854248047,8.637542724609375
31,ReadOnlyTensor(0.0323),9.55256462097168,12.178173065185547,8.748899459838867
32,ReadOnlyTensor(0.0322),6.543020248413086,12.74517822265625,7.449893951416016
33,ReadOnlyTensor(0.0321),10.203481674194336,14.226547241210938,11.046304702758789
34,ReadOnlyTensor(0.0320),6.892167568206787,9.321480751037598,6.853720664978027
35,ReadOnlyTensor(0.0319),5.731141090393066,10.713238716125488,6.554152011871338
36,ReadOnlyTensor(0.0318),10.62797737121582,12.678730010986328,10.791017532348633
37,ReadOnlyTensor(0.0318),7.285416126251221,11.457698822021484,8.030394554138184
38,ReadOnlyTensor(0.0317),10.4598388671875,12.575019836425781,10.524974822998047
39,ReadOnlyTensor(0.0317),9.420150756835938,15.10973072052002,9.26909065246582
40,ReadOnlyTensor(0.0316),9.046577453613281,11.573463439941406,8.67860221862793
41,ReadOnlyTensor(0.0316),8.136659622192383,12.149518013000488,8.660455703735352
42,ReadOnlyTensor(0.0315),6.066916465759277,9.498616218566895,5.8978047370910645
43,ReadOnlyTensor(0.0315),7.823548316955566,13.246826171875,9.150906562805176
44,ReadOnlyTensor(0.0314),8.60224723815918,14.038515090942383,8.405075073242188
45,ReadOnlyTensor(0.0314),8.710267066955566,10.922931671142578,8.573718070983887
46,ReadOnlyTensor(0.0313),10.986807823181152,13.034717559814453,10.876276969909668
47,ReadOnlyTensor(0.0313),8.910998344421387,11.947986602783203,9.606054306030273
48,ReadOnlyTensor(0.0312),10.300568580627441,12.935674667358398,9.282333374023438
49,ReadOnlyTensor(0.0312),8.359281539916992,12.966802597045898,9.317865371704102
50,ReadOnlyTensor(0.0312),8.077178955078125,10.093793869018555,8.119462013244629
51,ReadOnlyTensor(0.0311),8.178577423095703,11.4117431640625,7.074961185455322
52,ReadOnlyTensor(0.0311),8.409937858581543,10.976778984069824,8.926249504089355
53,ReadOnlyTensor(0.0310),7.127820014953613,11.552316665649414,7.860917091369629
54,ReadOnlyTensor(0.0310),4.31492805480957,9.923800468444824,5.0914716720581055
55,ReadOnlyTensor(0.0309),9.766679763793945,12.301520347595215,9.42711067199707
56,ReadOnlyTensor(0.0309),10.387206077575684,14.586448669433594,10.7567777633667
57,ReadOnlyTensor(0.0308),8.802512168884277,11.693866729736328,9.239298820495605
58,ReadOnlyTensor(0.0308),9.674501419067383,13.403091430664062,9.893485069274902
59,ReadOnlyTensor(0.0308),10.218708038330078,13.447429656982422,9.981432914733887
60,ReadOnlyTensor(0.0307),7.952449798583984,13.045879364013672,7.743666172027588
61,ReadOnlyTensor(0.0307),6.374153137207031,11.500425338745117,5.409058570861816
62,ReadOnlyTensor(0.0307),10.452863693237305,11.49235725402832,9.424102783203125
63,ReadOnlyTensor(0.0307),10.357251167297363,12.898458480834961,10.251516342163086
64,ReadOnlyTensor(0.0306),9.362778663635254,13.786861419677734,9.532270431518555
65,ReadOnlyTensor(0.0306),12.94343376159668,15.814828872680664,11.747489929199219
66,ReadOnlyTensor(0.0305),9.223265647888184,11.235451698303223,9.35006332397461
67,ReadOnlyTensor(0.0305),10.755888938903809,13.96468734741211,9.510137557983398
68,ReadOnlyTensor(0.0305),10.536886215209961,13.654115676879883,9.48866081237793
69,ReadOnlyTensor(0.0304),9.384889602661133,11.73741340637207,8.557214736938477
70,ReadOnlyTensor(0.0304),10.637372970581055,13.976363182067871,10.600186347961426
71,ReadOnlyTensor(0.0304),7.112958908081055,14.011159896850586,8.918004989624023
72,ReadOnlyTensor(0.0303),8.369510650634766,10.426641464233398,8.627177238464355
73,ReadOnlyTensor(0.0303),9.3910551071167,14.279793739318848,10.480504989624023
74,ReadOnlyTensor(0.0303),8.712331771850586,12.882660865783691,8.879712104797363
75,ReadOnlyTensor(0.0302),11.084253311157227,12.925586700439453,10.871502876281738
76,ReadOnlyTensor(0.0302),8.863910675048828,12.632795333862305,9.20451831817627
77,ReadOnlyTensor(0.0302),11.891292572021484,14.446308135986328,11.469141960144043
78,ReadOnlyTensor(0.0302),9.32763957977295,13.166893005371094,9.426356315612793
79,ReadOnlyTensor(0.0302),10.125213623046875,13.067547798156738,10.350123405456543
80,ReadOnlyTensor(0.0302),14.556771278381348,16.76052474975586,14.025115966796875
81,ReadOnlyTensor(0.0302),13.751663208007812,15.954597473144531,13.58654499053955
82,ReadOnlyTensor(0.0302),7.766676902770996,11.048415184020996,7.974074363708496
83,ReadOnlyTensor(0.0301),12.129576683044434,15.042837142944336,12.110905647277832
84,ReadOnlyTensor(0.0301),11.130534172058105,13.304908752441406,10.548332214355469
85,ReadOnlyTensor(0.0301),7.965384006500244,11.955249786376953,8.967192649841309
86,ReadOnlyTensor(0.0301),12.266834259033203,16.284717559814453,12.605730056762695
87,ReadOnlyTensor(0.0301),13.978979110717773,15.773857116699219,14.02660846710205
88,ReadOnlyTensor(0.0301),11.539617538452148,14.426609992980957,10.164070129394531
89,ReadOnlyTensor(0.0301),10.160640716552734,14.256287574768066,10.749981880187988
90,ReadOnlyTensor(0.0301),14.082481384277344,18.32199478149414,14.49103832244873
91,ReadOnlyTensor(0.0301),11.379910469055176,13.812690734863281,11.625683784484863
92,ReadOnlyTensor(0.0301),13.065242767333984,15.051633834838867,12.563173294067383
93,ReadOnlyTensor(0.0301),13.454813003540039,17.01340103149414,13.770772933959961
94,ReadOnlyTensor(0.0301),13.359026908874512,15.733125686645508,13.174466133117676
95,ReadOnlyTensor(0.0301),11.076236724853516,13.643876075744629,11.494386672973633
96,ReadOnlyTensor(0.0301),14.061663627624512,17.582656860351562,14.677762985229492
97,ReadOnlyTensor(0.0301),10.738862991333008,16.927875518798828,11.798283576965332
98,ReadOnlyTensor(0.0301),10.59628963470459,16.73907470703125,12.324662208557129
99,ReadOnlyTensor(0.0301),13.569357872009277,19.155784606933594,14.078254699707031
100,ReadOnlyTensor(0.0301),11.300437927246094,12.980463027954102,10.928988456726074
101,ReadOnlyTensor(0.0302),14.528816223144531,15.976034164428711,14.466479301452637
102,ReadOnlyTensor(0.0302),15.067885398864746,18.008846282958984,14.269495010375977
103,ReadOnlyTensor(0.0302),12.95734977722168,14.717331886291504,13.118847846984863
104,ReadOnlyTensor(0.0302),13.416170120239258,16.963708877563477,13.043317794799805
105,ReadOnlyTensor(0.0302),11.291971206665039,15.441783905029297,12.479207038879395
106,ReadOnlyTensor(0.0302),14.555773735046387,19.179643630981445,15.259458541870117
107,ReadOnlyTensor(0.0303),13.135812759399414,20.631019592285156,13.655580520629883
108,ReadOnlyTensor(0.0303),13.321084022521973,17.862720489501953,13.129857063293457
109,ReadOnlyTensor(0.0303),13.232508659362793,20.089820861816406,13.55634593963623
110,ReadOnlyTensor(0.0304),12.642343521118164,18.00212287902832,13.244046211242676
111,ReadOnlyTensor(0.0304),12.19880485534668,14.638489723205566,12.326845169067383
112,ReadOnlyTensor(0.0304),13.673152923583984,18.140050888061523,13.71784496307373
113,ReadOnlyTensor(0.0305),12.624378204345703,17.970352172851562,12.542332649230957
114,ReadOnlyTensor(0.0305),14.337745666503906,19.25067138671875,13.835064888000488
115,ReadOnlyTensor(0.0306),16.848031997680664,19.17160415649414,15.660176277160645
116,ReadOnlyTensor(0.0306),14.061172485351562,19.312713623046875,14.6525297164917
117,ReadOnlyTensor(0.0307),13.146397590637207,17.507944107055664,13.377835273742676
118,ReadOnlyTensor(0.0307),15.57703971862793,17.696720123291016,14.1525297164917
119,ReadOnlyTensor(0.0307),13.265186309814453,18.16524887084961,13.03332233428955
120,ReadOnlyTensor(0.0307),13.516271591186523,19.206411361694336,14.274480819702148
121,ReadOnlyTensor(0.0308),15.731135368347168,21.824079513549805,16.18267822265625
122,ReadOnlyTensor(0.0308),16.946989059448242,31.183629989624023,17.202899932861328
123,ReadOnlyTensor(0.0308),13.568492889404297,16.88602066040039,13.258221626281738
124,ReadOnlyTensor(0.0309),18.251401901245117,25.28541374206543,18.87954330444336
125,ReadOnlyTensor(0.0309),10.629115104675293,18.09422492980957,10.974061965942383
126,ReadOnlyTensor(0.0309),15.679526329040527,20.0675106048584,14.928532600402832
127,ReadOnlyTensor(0.0310),12.810959815979004,17.936845779418945,13.45854377746582
128,ReadOnlyTensor(0.0310),11.214760780334473,16.69989585876465,11.91438102722168
129,ReadOnlyTensor(0.0310),9.948927879333496,18.053096771240234,12.086647033691406
130,ReadOnlyTensor(0.0310),14.09719181060791,22.517677307128906,15.590024948120117
131,ReadOnlyTensor(0.0310),16.375219345092773,20.785757064819336,16.613935470581055
132,ReadOnlyTensor(0.0311),11.042155265808105,15.578208923339844,11.561616897583008
133,ReadOnlyTensor(0.0311),16.3315372467041,21.08307456970215,16.374610900878906
134,ReadOnlyTensor(0.0311),13.77244758605957,17.034250259399414,14.0095796585083
135,ReadOnlyTensor(0.0311),14.265586853027344,20.743141174316406,13.592605590820312
136,ReadOnlyTensor(0.0311),14.19375991821289,20.84698486328125,12.530123710632324
137,ReadOnlyTensor(0.0311),12.736995697021484,17.98644256591797,12.779781341552734
138,ReadOnlyTensor(0.0311),14.120794296264648,24.014175415039062,15.006341934204102
139,ReadOnlyTensor(0.0310),16.55573844909668,22.184993743896484,17.664899826049805
140,ReadOnlyTensor(0.0310),16.362289428710938,22.078285217285156,15.094805717468262
141,ReadOnlyTensor(0.0310),16.528615951538086,22.50777244567871,16.409526824951172
142,ReadOnlyTensor(0.0310),18.463380813598633,21.016050338745117,17.583894729614258
143,ReadOnlyTensor(0.0310),13.836724281311035,17.30377960205078,13.782910346984863
144,ReadOnlyTensor(0.0310),14.247100830078125,16.776098251342773,13.267743110656738
145,ReadOnlyTensor(0.0311),19.846538543701172,28.196727752685547,20.267864227294922
146,ReadOnlyTensor(0.0311),15.88446044921875,22.778467178344727,16.232336044311523
147,ReadOnlyTensor(0.0311),17.52284812927246,21.389862060546875,17.72471809387207
148,ReadOnlyTensor(0.0311),17.57863426208496,22.34664535522461,18.42580795288086
149,ReadOnlyTensor(0.0312),18.429765701293945,22.9599666595459,18.40250015258789
150,ReadOnlyTensor(0.0312),14.376197814941406,24.84776496887207,16.665390014648438
151,ReadOnlyTensor(0.0312),20.265357971191406,24.368900299072266,20.60499382019043
152,ReadOnlyTensor(0.0313),17.736019134521484,23.338590621948242,17.34493637084961
153,ReadOnlyTensor(0.0313),17.799701690673828,26.91471290588379,19.2006893157959
154,ReadOnlyTensor(0.0313),18.248443603515625,23.647533416748047,18.535293579101562
155,ReadOnlyTensor(0.0314),15.600135803222656,23.79230499267578,16.7058162689209
156,ReadOnlyTensor(0.0314),14.619366645812988,19.14068031311035,14.881192207336426
157,ReadOnlyTensor(0.0315),15.620798110961914,22.054040908813477,16.301586151123047
158,ReadOnlyTensor(0.0315),20.25358009338379,23.778902053833008,19.520978927612305
159,ReadOnlyTensor(0.0316),18.84798240661621,21.8621768951416,19.099157333374023
160,ReadOnlyTensor(0.0316),17.84286117553711,20.078563690185547,17.091707229614258
161,ReadOnlyTensor(0.0317),16.604087829589844,22.4099063873291,17.129940032958984
162,ReadOnlyTensor(0.0317),14.045493125915527,17.687532424926758,14.644381523132324
163,ReadOnlyTensor(0.0318),17.89592933654785,21.554569244384766,17.80547523498535
164,ReadOnlyTensor(0.0319),19.095672607421875,22.804603576660156,18.910808563232422
165,ReadOnlyTensor(0.0319),17.156360626220703,21.986324310302734,17.418991088867188
166,ReadOnlyTensor(0.0320),10.054096221923828,19.852081298828125,12.789800643920898
167,ReadOnlyTensor(0.0320),13.940452575683594,20.123640060424805,14.943707466125488
168,ReadOnlyTensor(0.0321),17.674495697021484,24.198572158813477,18.729177474975586
169,ReadOnlyTensor(0.0321),14.70457935333252,25.175256729125977,15.443229675292969
170,ReadOnlyTensor(0.0322),18.49472427368164,21.238828659057617,18.119083404541016
171,ReadOnlyTensor(0.0323),10.129862785339355,17.655288696289062,11.0188570022583
172,ReadOnlyTensor(0.0323),14.471614837646484,25.425851821899414,14.91253662109375
173,ReadOnlyTensor(0.0324),12.215072631835938,20.061372756958008,13.599416732788086
174,ReadOnlyTensor(0.0325),14.166498184204102,20.44112205505371,15.445388793945312
175,ReadOnlyTensor(0.0325),15.904558181762695,24.139469146728516,15.817041397094727
176,ReadOnlyTensor(0.0326),18.55646514892578,24.478328704833984,18.458271026611328
177,ReadOnlyTensor(0.0327),18.629459381103516,20.527774810791016,16.68490982055664
178,ReadOnlyTensor(0.0328),15.841972351074219,22.501235961914062,15.836420059204102
179,ReadOnlyTensor(0.0329),16.604591369628906,24.256481170654297,17.2346248626709
180,ReadOnlyTensor(0.0330),15.619621276855469,23.622987747192383,16.450698852539062
181,ReadOnlyTensor(0.0331),14.565191268920898,21.900941848754883,13.954080581665039
182,ReadOnlyTensor(0.0332),17.199899673461914,26.45506477355957,17.11136817932129
183,ReadOnlyTensor(0.0332),17.950824737548828,24.768619537353516,18.081523895263672
184,ReadOnlyTensor(0.0333),14.897621154785156,21.7366886138916,16.632125854492188
185,ReadOnlyTensor(0.0334),18.32639503479004,26.165977478027344,18.677997589111328
186,ReadOnlyTensor(0.0335),12.92080307006836,22.452247619628906,14.191686630249023
187,ReadOnlyTensor(0.0336),15.475591659545898,22.766620635986328,16.334392547607422
188,ReadOnlyTensor(0.0336),20.32329559326172,24.393756866455078,19.569942474365234
189,ReadOnlyTensor(0.0337),15.63892936706543,21.356002807617188,15.821879386901855
190,ReadOnlyTensor(0.0337),14.145660400390625,16.933210372924805,14.158758163452148
191,ReadOnlyTensor(0.0338),17.326330184936523,26.712472915649414,18.56917953491211
192,ReadOnlyTensor(0.0338),17.052776336669922,22.415599822998047,17.946441650390625
193,ReadOnlyTensor(0.0339),16.223665237426758,23.505348205566406,15.569384574890137
194,ReadOnlyTensor(0.0340),21.663158416748047,27.39476776123047,20.21749496459961
195,ReadOnlyTensor(0.0340),18.409635543823242,24.409439086914062,18.633195877075195
196,ReadOnlyTensor(0.0341),15.452564239501953,21.159976959228516,16.28634262084961
197,ReadOnlyTensor(0.0341),17.42850685119629,23.406757354736328,18.223804473876953
198,ReadOnlyTensor(0.0342),13.87490177154541,23.596872329711914,14.07563304901123
199,ReadOnlyTensor(0.0342),17.78308868408203,27.193222045898438,19.442092895507812
200,ReadOnlyTensor(0.0343),15.41905403137207,21.563554763793945,15.610804557800293
201,ReadOnlyTensor(0.0343),16.91311264038086,18.706369400024414,16.632814407348633
202,ReadOnlyTensor(0.0343),17.066112518310547,23.75802993774414,16.718994140625
203,ReadOnlyTensor(0.0344),19.402565002441406,23.078943252563477,18.838451385498047
204,ReadOnlyTensor(0.0344),15.454153060913086,23.662172317504883,17.262733459472656
205,ReadOnlyTensor(0.0345),13.039750099182129,17.46615219116211,13.460599899291992
206,ReadOnlyTensor(0.0345),18.022676467895508,22.757610321044922,18.530094146728516
207,ReadOnlyTensor(0.0346),17.123748779296875,21.5076961517334,17.27035903930664
208,ReadOnlyTensor(0.0346),16.371910095214844,18.5694522857666,15.445528984069824
209,ReadOnlyTensor(0.0346),19.336593627929688,22.18975067138672,18.423999786376953
210,ReadOnlyTensor(0.0346),21.813474655151367,28.65470314025879,20.870372772216797
211,ReadOnlyTensor(0.0346),13.281441688537598,24.924589157104492,15.424771308898926
212,ReadOnlyTensor(0.0346),22.38850212097168,30.112232208251953,23.7407283782959
213,ReadOnlyTensor(0.0346),18.9810791015625,22.79058265686035,18.850433349609375
214,ReadOnlyTensor(0.0346),21.959020614624023,25.91373062133789,21.938655853271484
215,ReadOnlyTensor(0.0346),22.915285110473633,25.37019920349121,21.280637741088867
216,ReadOnlyTensor(0.0346),21.51878547668457,26.600521087646484,21.432979583740234
217,ReadOnlyTensor(0.0346),20.2552490234375,28.68828010559082,20.42083740234375
218,ReadOnlyTensor(0.0347),18.25864601135254,23.38580894470215,18.120410919189453
219,ReadOnlyTensor(0.0347),14.609683990478516,23.26311492919922,16.058237075805664
220,ReadOnlyTensor(0.0347),20.59554100036621,26.57034683227539,19.459491729736328
221,ReadOnlyTensor(0.0347),17.718460083007812,25.9296932220459,18.51055335998535
222,ReadOnlyTensor(0.0348),19.1375675201416,24.36149024963379,19.39853858947754
223,ReadOnlyTensor(0.0349),20.36734390258789,25.42302894592285,20.109058380126953
224,ReadOnlyTensor(0.0349),21.27277374267578,29.070762634277344,22.837478637695312
225,ReadOnlyTensor(0.0350),20.291736602783203,24.477514266967773,20.426883697509766
226,ReadOnlyTensor(0.0350),16.20674705505371,19.222089767456055,15.985519409179688
227,ReadOnlyTensor(0.0351),13.797773361206055,23.241140365600586,14.50568675994873
228,ReadOnlyTensor(0.0351),15.742230415344238,29.30218505859375,18.847734451293945
229,ReadOnlyTensor(0.0352),16.567333221435547,26.76378059387207,17.35068702697754
230,ReadOnlyTensor(0.0352),15.666791915893555,26.174610137939453,17.328025817871094
231,ReadOnlyTensor(0.0353),16.226627349853516,23.887100219726562,17.442291259765625
232,ReadOnlyTensor(0.0353),15.829324722290039,21.481481552124023,16.202775955200195
233,ReadOnlyTensor(0.0353),18.037580490112305,20.566532135009766,17.043336868286133
234,ReadOnlyTensor(0.0353),20.11124610900879,28.209531784057617,21.343189239501953
235,ReadOnlyTensor(0.0353),17.807838439941406,23.412324905395508,17.916316986083984
236,ReadOnlyTensor(0.0353),16.309314727783203,20.01123046875,14.162689208984375
237,ReadOnlyTensor(0.0353),15.328470230102539,23.555540084838867,16.340356826782227
238,ReadOnlyTensor(0.0354),14.019327163696289,25.53790855407715,17.1242618560791
239,ReadOnlyTensor(0.0354),17.574935913085938,23.49306297302246,18.062341690063477
240,ReadOnlyTensor(0.0354),19.940149307250977,25.111278533935547,19.466754913330078
241,ReadOnlyTensor(0.0354),23.03687286376953,27.027690887451172,23.326080322265625
242,ReadOnlyTensor(0.0354),16.609638214111328,22.255861282348633,16.538183212280273
243,ReadOnlyTensor(0.0354),16.811975479125977,23.675434112548828,17.819705963134766
244,ReadOnlyTensor(0.0354),14.147315979003906,31.52721405029297,16.589351654052734
245,ReadOnlyTensor(0.0354),20.471384048461914,25.551361083984375,19.25448226928711
246,ReadOnlyTensor(0.0354),13.413028717041016,27.80526351928711,16.171218872070312
247,ReadOnlyTensor(0.0354),18.765869140625,24.225860595703125,18.107852935791016
248,ReadOnlyTensor(0.0354),18.000898361206055,31.179792404174805,20.03166389465332
249,ReadOnlyTensor(0.0354),18.056350708007812,23.825376510620117,18.704509735107422
250,ReadOnlyTensor(0.0354),15.845036506652832,21.135103225708008,15.689135551452637
251,ReadOnlyTensor(0.0354),19.540786743164062,24.732704162597656,19.30343246459961
252,ReadOnlyTensor(0.0354),21.743762969970703,28.001840591430664,20.292957305908203
253,ReadOnlyTensor(0.0354),16.604944229125977,23.13782501220703,17.57645034790039
254,ReadOnlyTensor(0.0354),18.48371124267578,27.665267944335938,19.443058013916016
255,ReadOnlyTensor(0.0354),17.023218154907227,24.097942352294922,17.357662200927734
256,ReadOnlyTensor(0.0354),13.383270263671875,21.30365753173828,14.205841064453125
257,ReadOnlyTensor(0.0354),15.619527816772461,26.234952926635742,17.132314682006836
258,ReadOnlyTensor(0.0353),13.996721267700195,17.894287109375,13.794469833374023
259,ReadOnlyTensor(0.0353),15.773835182189941,22.359769821166992,16.38590431213379
260,ReadOnlyTensor(0.0353),15.966503143310547,25.07388687133789,15.874476432800293
261,ReadOnlyTensor(0.0353),16.0083065032959,23.103078842163086,15.996917724609375
262,ReadOnlyTensor(0.0353),17.812509536743164,21.682756423950195,15.349510192871094
263,ReadOnlyTensor(0.0353),16.659311294555664,25.055870056152344,17.002685546875
264,ReadOnlyTensor(0.0352),18.157238006591797,21.243038177490234,17.333715438842773
265,ReadOnlyTensor(0.0352),17.324411392211914,30.50226593017578,19.13775634765625
266,ReadOnlyTensor(0.0353),21.81665802001953,31.192163467407227,22.571014404296875
267,ReadOnlyTensor(0.0353),19.470544815063477,25.95274543762207,19.17831039428711
268,ReadOnlyTensor(0.0353),17.844181060791016,28.710132598876953,19.47787094116211
269,ReadOnlyTensor(0.0353),20.41827964782715,23.9121150970459,18.485538482666016
270,ReadOnlyTensor(0.0353),25.400314331054688,28.263750076293945,23.467756271362305
271,ReadOnlyTensor(0.0353),19.725717544555664,28.54720115661621,20.944217681884766
272,ReadOnlyTensor(0.0353),20.428443908691406,23.543703079223633,20.013221740722656
273,ReadOnlyTensor(0.0353),16.739133834838867,26.686939239501953,17.641403198242188
274,ReadOnlyTensor(0.0353),13.892023086547852,24.030414581298828,16.818410873413086
275,ReadOnlyTensor(0.0353),20.299959182739258,24.00265884399414,21.07050895690918
276,ReadOnlyTensor(0.0353),17.08772850036621,22.552488327026367,15.748494148254395
277,ReadOnlyTensor(0.0353),16.368114471435547,24.746492385864258,17.10287094116211
278,ReadOnlyTensor(0.0353),20.01620864868164,26.543989181518555,19.68640899658203
279,ReadOnlyTensor(0.0353),20.27766990661621,26.07230567932129,21.239818572998047
280,ReadOnlyTensor(0.0353),21.001174926757812,24.845060348510742,20.209775924682617
281,ReadOnlyTensor(0.0353),19.309404373168945,27.092103958129883,19.10063362121582
282,ReadOnlyTensor(0.0353),19.08149528503418,24.0748291015625,18.852283477783203
283,ReadOnlyTensor(0.0353),19.462223052978516,26.381362915039062,18.95820426940918
284,ReadOnlyTensor(0.0352),19.73774528503418,26.67891502380371,20.271242141723633
285,ReadOnlyTensor(0.0352),19.168537139892578,26.673669815063477,19.220075607299805
286,ReadOnlyTensor(0.0351),19.48374366760254,23.47901725769043,19.109375
287,ReadOnlyTensor(0.0351),16.357885360717773,29.219045639038086,19.70360565185547
288,ReadOnlyTensor(0.0351),22.536090850830078,26.10811424255371,21.415985107421875
289,ReadOnlyTensor(0.0350),19.253196716308594,25.253673553466797,19.99736976623535
290,ReadOnlyTensor(0.0350),23.42470359802246,26.040672302246094,22.01724624633789
291,ReadOnlyTensor(0.0349),18.839086532592773,25.888097763061523,17.99991798400879
292,ReadOnlyTensor(0.0349),19.123584747314453,25.567691802978516,18.123676300048828
293,ReadOnlyTensor(0.0349),18.75731086730957,23.34421730041504,18.805694580078125
294,ReadOnlyTensor(0.0348),21.44342803955078,28.449691772460938,20.43613624572754
295,ReadOnlyTensor(0.0348),21.600698471069336,25.910114288330078,22.198041915893555
296,ReadOnlyTensor(0.0348),17.35001564025879,25.541656494140625,17.791851043701172
297,ReadOnlyTensor(0.0347),19.617334365844727,25.54670524597168,17.22000503540039
298,ReadOnlyTensor(0.0347),21.90254020690918,27.518573760986328,22.745012283325195
299,ReadOnlyTensor(0.0346),22.49907684326172,27.173816680908203,22.423004150390625
300,ReadOnlyTensor(0.0346),21.32730484008789,26.19713020324707,20.620849609375
301,ReadOnlyTensor(0.0346),21.064828872680664,27.941181182861328,21.709318161010742
302,ReadOnlyTensor(0.0345),21.76648712158203,26.618148803710938,19.29237174987793
303,ReadOnlyTensor(0.0345),20.396034240722656,28.52902603149414,20.18630027770996
304,ReadOnlyTensor(0.0345),19.983633041381836,25.391042709350586,20.055633544921875
305,ReadOnlyTensor(0.0345),18.834062576293945,25.439571380615234,19.635766983032227
306,ReadOnlyTensor(0.0344),18.312238693237305,26.506103515625,18.63327407836914
307,ReadOnlyTensor(0.0344),24.652528762817383,30.35930633544922,24.070472717285156
308,ReadOnlyTensor(0.0344),23.6689510345459,29.519134521484375,23.548648834228516
309,ReadOnlyTensor(0.0344),20.862274169921875,27.009912490844727,20.76483917236328
310,ReadOnlyTensor(0.0344),23.208635330200195,30.79685401916504,25.200620651245117
311,ReadOnlyTensor(0.0344),21.167139053344727,27.030956268310547,20.187335968017578
312,ReadOnlyTensor(0.0344),19.0079345703125,24.67642593383789,18.22544288635254
313,ReadOnlyTensor(0.0344),25.478443145751953,32.3451042175293,26.389062881469727
314,ReadOnlyTensor(0.0344),23.21176528930664,29.59627914428711,22.55318260192871
315,ReadOnlyTensor(0.0344),24.261911392211914,29.117931365966797,23.874841690063477
316,ReadOnlyTensor(0.0344),25.13212776184082,29.04505157470703,25.305326461791992
317,ReadOnlyTensor(0.0345),19.977210998535156,27.84661293029785,20.035282135009766
318,ReadOnlyTensor(0.0345),21.693639755249023,29.52288818359375,24.361631393432617
319,ReadOnlyTensor(0.0345),22.742578506469727,31.18956756591797,20.089197158813477
320,ReadOnlyTensor(0.0345),25.166183471679688,33.66252517700195,21.69611358642578
321,ReadOnlyTensor(0.0346),19.262340545654297,25.970199584960938,19.513351440429688
322,ReadOnlyTensor(0.0346),13.044255256652832,26.151390075683594,15.859611511230469
323,ReadOnlyTensor(0.0346),28.3040828704834,33.280033111572266,28.384151458740234
324,ReadOnlyTensor(0.0346),21.672639846801758,24.44232940673828,20.909582138061523
325,ReadOnlyTensor(0.0346),18.014240264892578,26.45941734313965,19.9243106842041
326,ReadOnlyTensor(0.0346),23.684560775756836,30.46942710876465,23.778696060180664
327,ReadOnlyTensor(0.0346),19.78601837158203,27.432212829589844,19.404027938842773
328,ReadOnlyTensor(0.0345),22.472393035888672,30.539335250854492,19.546449661254883
329,ReadOnlyTensor(0.0345),22.380552291870117,24.740001678466797,22.3684139251709
330,ReadOnlyTensor(0.0345),25.80319595336914,31.66124725341797,22.948326110839844
331,ReadOnlyTensor(0.0345),23.82753562927246,28.32229232788086,22.915618896484375
332,ReadOnlyTensor(0.0344),23.416954040527344,30.177093505859375,22.513477325439453
