iter,stepsize,mean_eval,median_eval,pop_best_eval,best_eval,worst_eval
251,ReadOnlyTensor(0.0624),432.30303955078125,461.0037536621094,583.6569213867188,679.6400756835938,-8165.99267578125
252,ReadOnlyTensor(0.0626),268.727783203125,385.8862609863281,645.3597412109375,679.6400756835938,-8165.99267578125
253,ReadOnlyTensor(0.0627),462.2607421875,514.1682739257812,627.6179809570312,679.6400756835938,-8165.99267578125
254,ReadOnlyTensor(0.0629),314.5384826660156,276.68377685546875,619.2669067382812,679.6400756835938,-8165.99267578125
255,ReadOnlyTensor(0.0630),297.7351989746094,300.0,399.9785461425781,679.6400756835938,-8165.99267578125
256,ReadOnlyTensor(0.0632),410.497314453125,399.5378723144531,587.6094360351562,679.6400756835938,-8165.99267578125
257,ReadOnlyTensor(0.0635),-195.49720764160156,242.7398681640625,496.4344482421875,679.6400756835938,-8165.99267578125
258,ReadOnlyTensor(0.0638),404.0948486328125,426.0362243652344,523.2456665039062,679.6400756835938,-8165.99267578125
259,ReadOnlyTensor(0.0641),449.222412109375,419.5185546875,671.8865356445312,679.6400756835938,-8165.99267578125
260,ReadOnlyTensor(0.0643),397.7669982910156,370.0,562.8864135742188,679.6400756835938,-8165.99267578125
261,ReadOnlyTensor(0.0646),87.79313659667969,148.47787475585938,412.0098571777344,679.6400756835938,-8165.99267578125
262,ReadOnlyTensor(0.0650),-27.0,-40.0,110.0,679.6400756835938,-8165.99267578125
263,ReadOnlyTensor(0.0653),169.3704071044922,10.0,663.755615234375,679.6400756835938,-8165.99267578125
264,ReadOnlyTensor(0.0656),226.37838745117188,395.6475524902344,598.3441162109375,679.6400756835938,-8165.99267578125
265,ReadOnlyTensor(0.0658),354.2208557128906,350.0,605.5949096679688,679.6400756835938,-8165.99267578125
266,ReadOnlyTensor(0.0661),-50.77001190185547,-80.0,66.46361541748047,679.6400756835938,-8165.99267578125
267,ReadOnlyTensor(0.0663),-292.1409912109375,-30.0,370.66888427734375,679.6400756835938,-8165.99267578125
268,ReadOnlyTensor(0.0667),377.87835693359375,340.2493591308594,558.1319580078125,679.6400756835938,-8165.99267578125
269,ReadOnlyTensor(0.0671),166.40744018554688,78.10147094726562,485.7524108886719,679.6400756835938,-8165.99267578125
270,ReadOnlyTensor(0.0674),267.71966552734375,263.29669189453125,488.0634765625,679.6400756835938,-8165.99267578125
271,ReadOnlyTensor(0.0678),285.89263916015625,324.6753234863281,547.7337646484375,679.6400756835938,-8165.99267578125
272,ReadOnlyTensor(0.0680),194.02552795410156,149.13572692871094,530.6163940429688,679.6400756835938,-8165.99267578125
273,ReadOnlyTensor(0.0683),47.62312698364258,-10.0,396.23126220703125,679.6400756835938,-8165.99267578125
274,ReadOnlyTensor(0.0685),-28.68209457397461,-80.0,130.0,679.6400756835938,-8165.99267578125
275,ReadOnlyTensor(0.0687),229.8265838623047,156.9340362548828,477.70257568359375,679.6400756835938,-8165.99267578125
276,ReadOnlyTensor(0.0688),207.79946899414062,211.2989044189453,559.728759765625,679.6400756835938,-8165.99267578125
277,ReadOnlyTensor(0.0690),154.93658447265625,30.0,475.45654296875,679.6400756835938,-8165.99267578125
278,ReadOnlyTensor(0.0691),299.27178955078125,290.0,681.4093017578125,681.4093017578125,-8165.99267578125
279,ReadOnlyTensor(0.0692),254.7558135986328,186.0467987060547,570.3312377929688,681.4093017578125,-8165.99267578125
280,ReadOnlyTensor(0.0693),201.7913360595703,58.890541076660156,541.7333374023438,681.4093017578125,-8165.99267578125
281,ReadOnlyTensor(0.0692),327.5755615234375,320.6347351074219,430.5220642089844,681.4093017578125,-8165.99267578125
282,ReadOnlyTensor(0.0693),400.9591369628906,408.7561950683594,555.8458251953125,681.4093017578125,-8165.99267578125
283,ReadOnlyTensor(0.0693),333.6251525878906,342.4089660644531,454.084716796875,681.4093017578125,-8165.99267578125
284,ReadOnlyTensor(0.0690),152.0543975830078,150.0,282.5525207519531,681.4093017578125,-8165.99267578125
285,ReadOnlyTensor(0.0686),213.69619750976562,260.0,428.1024475097656,681.4093017578125,-8165.99267578125
286,ReadOnlyTensor(0.0682),247.1281280517578,210.0,564.1785888671875,681.4093017578125,-8165.99267578125
287,ReadOnlyTensor(0.0677),417.76373291015625,414.8703308105469,548.0595092773438,681.4093017578125,-8165.99267578125
288,ReadOnlyTensor(0.0674),236.9988250732422,290.0,450.108642578125,681.4093017578125,-8165.99267578125
289,ReadOnlyTensor(0.0672),79.29193115234375,0.0,394.13983154296875,681.4093017578125,-8165.99267578125
290,ReadOnlyTensor(0.0668),435.8451232910156,448.9143371582031,641.4047241210938,681.4093017578125,-8165.99267578125
291,ReadOnlyTensor(0.0664),180.8809051513672,200.0,533.3997192382812,681.4093017578125,-8165.99267578125
292,ReadOnlyTensor(0.0663),221.3474578857422,190.0,591.2218627929688,681.4093017578125,-8165.99267578125
293,ReadOnlyTensor(0.0662),446.835205078125,438.8254089355469,608.58544921875,681.4093017578125,-8165.99267578125
294,ReadOnlyTensor(0.0661),229.74417114257812,208.42105102539062,430.75701904296875,681.4093017578125,-8165.99267578125
295,ReadOnlyTensor(0.0660),399.50103759765625,431.2220153808594,571.0383911132812,681.4093017578125,-8165.99267578125
296,ReadOnlyTensor(0.0657),346.9966735839844,358.0103454589844,568.9600219726562,681.4093017578125,-8165.99267578125
297,ReadOnlyTensor(0.0655),181.63050842285156,80.0,467.9323425292969,681.4093017578125,-8165.99267578125
298,ReadOnlyTensor(0.0651),322.61273193359375,330.0,563.9351196289062,681.4093017578125,-8165.99267578125
299,ReadOnlyTensor(0.0649),275.3236999511719,303.8536071777344,390.2777404785156,681.4093017578125,-8165.99267578125
300,ReadOnlyTensor(0.0649),322.9259033203125,333.0959777832031,490.0718688964844,681.4093017578125,-8165.99267578125
301,ReadOnlyTensor(0.0648),284.54998779296875,295.0459899902344,365.6922302246094,681.4093017578125,-8165.99267578125
302,ReadOnlyTensor(0.0646),313.7915954589844,300.3221435546875,478.7466735839844,681.4093017578125,-8165.99267578125
303,ReadOnlyTensor(0.0643),427.61376953125,431.6944580078125,576.03125,681.4093017578125,-8165.99267578125
304,ReadOnlyTensor(0.0642),356.5672912597656,375.8813781738281,488.58477783203125,681.4093017578125,-8165.99267578125
305,ReadOnlyTensor(0.0643),364.3033447265625,419.1229553222656,530.2713623046875,681.4093017578125,-8165.99267578125
306,ReadOnlyTensor(0.0646),204.2820587158203,160.0,414.0672607421875,681.4093017578125,-8165.99267578125
307,ReadOnlyTensor(0.0650),347.6328125,365.7410888671875,490.18597412109375,681.4093017578125,-8165.99267578125
308,ReadOnlyTensor(0.0652),352.4486083984375,290.6304626464844,559.0309448242188,681.4093017578125,-8165.99267578125
309,ReadOnlyTensor(0.0652),390.4989318847656,405.5013732910156,516.6988525390625,681.4093017578125,-8165.99267578125
310,ReadOnlyTensor(0.0653),390.88836669921875,369.4864501953125,549.9835815429688,681.4093017578125,-8165.99267578125
311,ReadOnlyTensor(0.0654),416.6161193847656,405.24725341796875,558.3978881835938,681.4093017578125,-8165.99267578125
312,ReadOnlyTensor(0.0656),85.72232818603516,-40.0,478.7840270996094,681.4093017578125,-8165.99267578125
313,ReadOnlyTensor(0.0658),276.40557861328125,331.918701171875,488.5592956542969,681.4093017578125,-8165.99267578125
314,ReadOnlyTensor(0.0661),-94.0,-100.0,-40.0,681.4093017578125,-8165.99267578125
315,ReadOnlyTensor(0.0664),476.5875549316406,466.0058288574219,631.865966796875,681.4093017578125,-8165.99267578125
316,ReadOnlyTensor(0.0667),175.5149383544922,170.0,385.1494445800781,681.4093017578125,-8165.99267578125
317,ReadOnlyTensor(0.0670),403.27935791015625,379.8248291015625,579.3385620117188,681.4093017578125,-8165.99267578125
318,ReadOnlyTensor(0.0673),447.8995056152344,452.0887756347656,608.6355590820312,681.4093017578125,-8165.99267578125
319,ReadOnlyTensor(0.0677),334.74359130859375,240.0,550.9835815429688,681.4093017578125,-8165.99267578125
320,ReadOnlyTensor(0.0682),346.00885009765625,290.0,561.1519165039062,681.4093017578125,-8165.99267578125
321,ReadOnlyTensor(0.0686),219.14840698242188,180.0,569.2564086914062,681.4093017578125,-8165.99267578125
322,ReadOnlyTensor(0.0690),424.8414001464844,370.0,576.4290161132812,681.4093017578125,-8165.99267578125
323,ReadOnlyTensor(0.0696),208.55728149414062,190.0,374.7713623046875,681.4093017578125,-8165.99267578125
324,ReadOnlyTensor(0.0701),464.936279296875,476.0466613769531,617.3062133789062,681.4093017578125,-8165.99267578125
325,ReadOnlyTensor(0.0704),391.6016845703125,379.8695983886719,702.850830078125,702.850830078125,-8165.99267578125
326,ReadOnlyTensor(0.0707),448.8724670410156,418.9202575683594,639.50537109375,702.850830078125,-8165.99267578125
327,ReadOnlyTensor(0.0709),413.51727294921875,360.0,616.1416015625,702.850830078125,-8165.99267578125
328,ReadOnlyTensor(0.0709),327.7687072753906,360.3709716796875,515.4855346679688,702.850830078125,-8165.99267578125
329,ReadOnlyTensor(0.0708),226.75112915039062,228.11477661132812,424.1889343261719,702.850830078125,-8165.99267578125
330,ReadOnlyTensor(0.0709),362.8677673339844,356.14080810546875,525.2491455078125,702.850830078125,-8165.99267578125
331,ReadOnlyTensor(0.0709),223.71078491210938,210.0,343.64837646484375,702.850830078125,-8165.99267578125
332,ReadOnlyTensor(0.0710),232.99404907226562,140.0,483.942626953125,702.850830078125,-8165.99267578125
333,ReadOnlyTensor(0.0709),89.42131042480469,130.0,515.4798583984375,702.850830078125,-8165.99267578125
334,ReadOnlyTensor(0.0710),345.2077941894531,314.53466796875,472.3275451660156,702.850830078125,-8165.99267578125
335,ReadOnlyTensor(0.0710),332.97869873046875,296.1540832519531,605.4132690429688,702.850830078125,-8165.99267578125
336,ReadOnlyTensor(0.0713),317.37835693359375,293.3783874511719,575.668701171875,702.850830078125,-8165.99267578125
337,ReadOnlyTensor(0.0717),149.64413452148438,70.0,527.6564331054688,702.850830078125,-8165.99267578125
338,ReadOnlyTensor(0.0723),309.5211181640625,292.8567199707031,508.5829162597656,702.850830078125,-8165.99267578125
339,ReadOnlyTensor(0.0729),273.39556884765625,210.0,490.0110168457031,702.850830078125,-8165.99267578125
340,ReadOnlyTensor(0.0736),379.92730712890625,392.2310485839844,545.9627685546875,702.850830078125,-8165.99267578125
341,ReadOnlyTensor(0.0742),256.86712646484375,295.6140441894531,405.4183349609375,702.850830078125,-8165.99267578125
342,ReadOnlyTensor(0.0747),306.24261474609375,321.57806396484375,419.5635681152344,702.850830078125,-8165.99267578125
343,ReadOnlyTensor(0.0752),-35.0,-50.0,60.0,702.850830078125,-8165.99267578125
344,ReadOnlyTensor(0.0755),75.46684265136719,60.0,178.4221954345703,702.850830078125,-8165.99267578125
345,ReadOnlyTensor(0.0756),146.8526153564453,117.45350646972656,310.48907470703125,702.850830078125,-8165.99267578125
346,ReadOnlyTensor(0.0754),185.2095489501953,199.45545959472656,310.1656494140625,702.850830078125,-8165.99267578125
347,ReadOnlyTensor(0.0753),285.11492919921875,289.5614013671875,333.49627685546875,702.850830078125,-8165.99267578125
348,ReadOnlyTensor(0.0752),301.29608154296875,260.0,557.5396728515625,702.850830078125,-8165.99267578125
349,ReadOnlyTensor(0.0752),354.3624572753906,339.5814514160156,618.8809204101562,702.850830078125,-8165.99267578125
350,ReadOnlyTensor(0.0753),300.7869567871094,366.8385925292969,573.5221557617188,702.850830078125,-8165.99267578125
351,ReadOnlyTensor(0.0753),351.4369201660156,375.12188720703125,444.8577575683594,702.850830078125,-8165.99267578125
352,ReadOnlyTensor(0.0755),133.67984008789062,140.0,312.68157958984375,702.850830078125,-8165.99267578125
353,ReadOnlyTensor(0.0757),228.9978485107422,210.0,489.239990234375,702.850830078125,-8165.99267578125
354,ReadOnlyTensor(0.0760),315.61798095703125,316.4120788574219,446.08892822265625,702.850830078125,-8165.99267578125
355,ReadOnlyTensor(0.0762),420.3086853027344,419.1311950683594,634.0911865234375,702.850830078125,-8165.99267578125
356,ReadOnlyTensor(0.0762),415.8380432128906,387.2750549316406,585.9181518554688,702.850830078125,-8165.99267578125
357,ReadOnlyTensor(0.0762),207.4995880126953,170.0,446.2415466308594,702.850830078125,-8165.99267578125
358,ReadOnlyTensor(0.0761),321.09417724609375,349.7293395996094,617.7380981445312,702.850830078125,-8165.99267578125
359,ReadOnlyTensor(0.0761),371.0134582519531,373.6105041503906,633.095703125,702.850830078125,-8165.99267578125
360,ReadOnlyTensor(0.0759),175.35765075683594,89.87654113769531,487.0821838378906,702.850830078125,-8165.99267578125
361,ReadOnlyTensor(0.0757),470.46160888671875,410.38134765625,623.420166015625,702.850830078125,-8165.99267578125
362,ReadOnlyTensor(0.0753),466.75079345703125,470.4063720703125,581.4324340820312,702.850830078125,-8165.99267578125
363,ReadOnlyTensor(0.0750),300.5565185546875,317.1448974609375,539.8623657226562,702.850830078125,-8165.99267578125
364,ReadOnlyTensor(0.0745),484.8907165527344,485.253173828125,610.2755737304688,702.850830078125,-8165.99267578125
365,ReadOnlyTensor(0.0743),394.1076965332031,398.8836669921875,569.23095703125,702.850830078125,-8165.99267578125
366,ReadOnlyTensor(0.0741),438.240234375,471.12353515625,571.32666015625,702.850830078125,-8165.99267578125
367,ReadOnlyTensor(0.0739),374.47119140625,370.8194580078125,482.7408142089844,702.850830078125,-8165.99267578125
368,ReadOnlyTensor(0.0737),367.4311218261719,377.99310302734375,571.268310546875,702.850830078125,-8165.99267578125
369,ReadOnlyTensor(0.0735),436.965087890625,478.246337890625,585.82275390625,702.850830078125,-8165.99267578125
370,ReadOnlyTensor(0.0734),301.56243896484375,364.7946472167969,599.4075317382812,702.850830078125,-8165.99267578125
371,ReadOnlyTensor(0.0735),318.99627685546875,330.6277770996094,567.933349609375,702.850830078125,-8165.99267578125
372,ReadOnlyTensor(0.0736),256.85540771484375,191.5158233642578,501.50030517578125,702.850830078125,-8165.99267578125
373,ReadOnlyTensor(0.0738),374.0486145019531,344.3536071777344,549.881591796875,702.850830078125,-8165.99267578125
374,ReadOnlyTensor(0.0741),438.04693603515625,416.0308532714844,682.7631225585938,702.850830078125,-8165.99267578125
375,ReadOnlyTensor(0.0745),316.1987609863281,319.8660583496094,521.6248168945312,702.850830078125,-8165.99267578125
376,ReadOnlyTensor(0.0747),398.6225280761719,403.978271484375,591.0232543945312,702.850830078125,-8165.99267578125
377,ReadOnlyTensor(0.0751),346.638427734375,347.75433349609375,561.072998046875,702.850830078125,-8165.99267578125
378,ReadOnlyTensor(0.0755),188.2941436767578,110.0,472.6669616699219,702.850830078125,-8165.99267578125
379,ReadOnlyTensor(0.0760),316.7294921875,373.80194091796875,534.3137817382812,702.850830078125,-8165.99267578125
380,ReadOnlyTensor(0.0763),416.2599182128906,435.8333435058594,571.64599609375,702.850830078125,-8165.99267578125
381,ReadOnlyTensor(0.0765),250.1439971923828,349.923828125,531.5496826171875,702.850830078125,-8165.99267578125
382,ReadOnlyTensor(0.0765),308.8397521972656,341.549072265625,491.9954833984375,702.850830078125,-8165.99267578125
383,ReadOnlyTensor(0.0763),333.69671630859375,374.49212646484375,537.212158203125,702.850830078125,-8165.99267578125
384,ReadOnlyTensor(0.0761),202.3357696533203,320.84088134765625,461.6579895019531,702.850830078125,-8165.99267578125
385,ReadOnlyTensor(0.0760),285.0110778808594,230.0,687.7304077148438,702.850830078125,-8165.99267578125
386,ReadOnlyTensor(0.0760),438.47808837890625,460.6536560058594,580.7573852539062,702.850830078125,-8165.99267578125
387,ReadOnlyTensor(0.0760),507.7334899902344,502.73779296875,574.2606201171875,702.850830078125,-8165.99267578125
388,ReadOnlyTensor(0.0762),405.33685302734375,482.50665283203125,584.0123291015625,702.850830078125,-8165.99267578125
389,ReadOnlyTensor(0.0763),454.95513916015625,440.9518127441406,620.6205444335938,702.850830078125,-8165.99267578125
390,ReadOnlyTensor(0.0763),358.111572265625,378.8268127441406,667.93603515625,702.850830078125,-8165.99267578125
391,ReadOnlyTensor(0.0765),278.49139404296875,357.5462341308594,568.7105102539062,702.850830078125,-8165.99267578125
392,ReadOnlyTensor(0.0765),502.96673583984375,491.48443603515625,710.55908203125,710.55908203125,-8165.99267578125
393,ReadOnlyTensor(0.0765),487.2615661621094,529.05126953125,553.8427124023438,710.55908203125,-8165.99267578125
394,ReadOnlyTensor(0.0765),452.0252380371094,461.33721923828125,561.5679321289062,710.55908203125,-8165.99267578125
395,ReadOnlyTensor(0.0765),280.4192199707031,190.0,555.0938720703125,710.55908203125,-8165.99267578125
396,ReadOnlyTensor(0.0764),207.83407592773438,160.0,647.8118286132812,710.55908203125,-8165.99267578125
397,ReadOnlyTensor(0.0762),423.46142578125,463.86114501953125,555.3612670898438,710.55908203125,-8165.99267578125
398,ReadOnlyTensor(0.0762),454.6470642089844,468.6485290527344,649.8648071289062,710.55908203125,-8165.99267578125
399,ReadOnlyTensor(0.0764),344.579345703125,312.9613037109375,631.0514526367188,710.55908203125,-8165.99267578125
400,ReadOnlyTensor(0.0766),496.26678466796875,484.8421325683594,718.904052734375,718.904052734375,-8165.99267578125
401,ReadOnlyTensor(0.0766),457.08953857421875,505.35662841796875,587.77685546875,718.904052734375,-8165.99267578125
402,ReadOnlyTensor(0.0765),469.3746032714844,464.35333251953125,662.601318359375,718.904052734375,-8165.99267578125
403,ReadOnlyTensor(0.0763),501.5287170410156,484.73114013671875,691.5799560546875,718.904052734375,-8165.99267578125
404,ReadOnlyTensor(0.0760),489.39056396484375,439.44805908203125,757.0291748046875,757.0291748046875,-8165.99267578125
405,ReadOnlyTensor(0.0756),452.56719970703125,423.396484375,678.4164428710938,757.0291748046875,-8165.99267578125
406,ReadOnlyTensor(0.0751),504.7828063964844,493.24432373046875,698.3370971679688,757.0291748046875,-8165.99267578125
407,ReadOnlyTensor(0.0747),124.2411880493164,60.0,380.0,757.0291748046875,-8165.99267578125
408,ReadOnlyTensor(0.0743),392.04388427734375,395.6595153808594,625.3369140625,757.0291748046875,-8165.99267578125
409,ReadOnlyTensor(0.0739),423.5631408691406,440.4172058105469,551.6397705078125,757.0291748046875,-8165.99267578125
410,ReadOnlyTensor(0.0734),455.98138427734375,479.8809814453125,679.655029296875,757.0291748046875,-8165.99267578125
411,ReadOnlyTensor(0.0731),354.6954040527344,325.4685974121094,592.8220825195312,757.0291748046875,-8165.99267578125
412,ReadOnlyTensor(0.0729),445.02508544921875,454.73095703125,550.6910400390625,757.0291748046875,-8165.99267578125
413,ReadOnlyTensor(0.0725),208.4255828857422,60.0,576.9037475585938,757.0291748046875,-8165.99267578125
414,ReadOnlyTensor(0.0720),408.2089538574219,414.92303466796875,571.040283203125,757.0291748046875,-8165.99267578125
415,ReadOnlyTensor(0.0716),508.31793212890625,517.6670532226562,676.9842529296875,757.0291748046875,-8165.99267578125
416,ReadOnlyTensor(0.0710),486.6278381347656,452.37786865234375,690.2366333007812,757.0291748046875,-8165.99267578125
417,ReadOnlyTensor(0.0704),209.43896484375,170.0,464.7530822753906,757.0291748046875,-8165.99267578125
418,ReadOnlyTensor(0.0701),400.16058349609375,376.928466796875,569.8181762695312,757.0291748046875,-8165.99267578125
419,ReadOnlyTensor(0.0698),104.43354797363281,40.0,473.1034240722656,757.0291748046875,-8165.99267578125
420,ReadOnlyTensor(0.0693),49.88853454589844,-30.0,458.8853454589844,757.0291748046875,-8165.99267578125
421,ReadOnlyTensor(0.0689),440.60162353515625,402.5919494628906,528.73095703125,757.0291748046875,-8165.99267578125
422,ReadOnlyTensor(0.0686),401.105712890625,420.9105529785156,526.78271484375,757.0291748046875,-8165.99267578125
423,ReadOnlyTensor(0.0685),43.6733512878418,-20.0,259.7269592285156,757.0291748046875,-8165.99267578125
424,ReadOnlyTensor(0.0685),379.14227294921875,387.69305419921875,588.7659301757812,757.0291748046875,-8165.99267578125
425,ReadOnlyTensor(0.0687),346.92474365234375,335.8410949707031,598.548828125,757.0291748046875,-8165.99267578125
426,ReadOnlyTensor(0.0690),104.76454162597656,0.0,532.63232421875,757.0291748046875,-8165.99267578125
427,ReadOnlyTensor(0.0694),242.11087036132812,150.0,472.64068603515625,757.0291748046875,-8165.99267578125
428,ReadOnlyTensor(0.0697),48.8201789855957,46.416648864746094,270.6755676269531,757.0291748046875,-8165.99267578125
429,ReadOnlyTensor(0.0699),317.54058837890625,322.5794372558594,576.7803344726562,757.0291748046875,-8165.99267578125
430,ReadOnlyTensor(0.0698),400.72991943359375,410.7054748535156,765.1834716796875,765.1834716796875,-8165.99267578125
431,ReadOnlyTensor(0.0697),267.091552734375,240.0,529.1641235351562,765.1834716796875,-8165.99267578125
432,ReadOnlyTensor(0.0696),86.05411529541016,30.0,260.0,765.1834716796875,-8165.99267578125
433,ReadOnlyTensor(0.0696),150.51806640625,100.0,591.0747680664062,765.1834716796875,-8165.99267578125
434,ReadOnlyTensor(0.0696),467.8841857910156,559.548583984375,633.339599609375,765.1834716796875,-8165.99267578125
435,ReadOnlyTensor(0.0696),447.66845703125,427.8475646972656,636.1646728515625,765.1834716796875,-8165.99267578125
436,ReadOnlyTensor(0.0695),339.6533508300781,250.0,556.875244140625,765.1834716796875,-8165.99267578125
437,ReadOnlyTensor(0.0694),387.2184753417969,352.5200500488281,671.2241821289062,765.1834716796875,-8165.99267578125
438,ReadOnlyTensor(0.0693),237.7605743408203,256.11968994140625,428.2134704589844,765.1834716796875,-8165.99267578125
439,ReadOnlyTensor(0.0691),371.9551086425781,368.0579528808594,614.2535400390625,765.1834716796875,-8165.99267578125
440,ReadOnlyTensor(0.0689),192.74087524414062,130.0,486.4310607910156,765.1834716796875,-8165.99267578125
441,ReadOnlyTensor(0.0687),283.4131164550781,335.3050231933594,495.1112365722656,765.1834716796875,-8165.99267578125
442,ReadOnlyTensor(0.0683),378.7759704589844,337.13250732421875,611.5643310546875,765.1834716796875,-8165.99267578125
443,ReadOnlyTensor(0.0679),379.46160888671875,419.8147888183594,541.3767700195312,765.1834716796875,-8165.99267578125
444,ReadOnlyTensor(0.0675),212.9693145751953,180.0,469.6435546875,765.1834716796875,-8165.99267578125
445,ReadOnlyTensor(0.0671),291.09423828125,360.0,470.5833435058594,765.1834716796875,-8165.99267578125
446,ReadOnlyTensor(0.0665),220.0686798095703,200.0,404.73980712890625,765.1834716796875,-8165.99267578125
447,ReadOnlyTensor(0.0661),352.0628967285156,359.6617736816406,550.1888427734375,765.1834716796875,-8165.99267578125
448,ReadOnlyTensor(0.0657),285.3768615722656,278.4449768066406,511.1238098144531,765.1834716796875,-8165.99267578125
449,ReadOnlyTensor(0.0655),278.0188903808594,233.29669189453125,442.1825256347656,765.1834716796875,-8165.99267578125
450,ReadOnlyTensor(0.0652),297.51177978515625,332.3711853027344,541.1776733398438,765.1834716796875,-8165.99267578125
451,ReadOnlyTensor(0.0649),418.0667419433594,422.05902099609375,561.6790161132812,765.1834716796875,-8165.99267578125
452,ReadOnlyTensor(0.0646),360.10870361328125,429.93408203125,530.56494140625,765.1834716796875,-8165.99267578125
453,ReadOnlyTensor(0.0643),398.8375244140625,438.9156799316406,530.7266845703125,765.1834716796875,-8165.99267578125
454,ReadOnlyTensor(0.0640),326.88763427734375,339.92657470703125,501.2986755371094,765.1834716796875,-8165.99267578125
455,ReadOnlyTensor(0.0636),278.41973876953125,260.0,550.69677734375,765.1834716796875,-8165.99267578125
456,ReadOnlyTensor(0.0631),448.95928955078125,434.5082092285156,601.1300048828125,765.1834716796875,-8165.99267578125
457,ReadOnlyTensor(0.0627),504.7007751464844,504.99786376953125,671.822509765625,765.1834716796875,-8165.99267578125
458,ReadOnlyTensor(0.0623),194.56039428710938,138.86428833007812,470.1504821777344,765.1834716796875,-8165.99267578125
459,ReadOnlyTensor(0.0619),502.2203674316406,502.9847412109375,633.2013549804688,765.1834716796875,-8165.99267578125
460,ReadOnlyTensor(0.0616),382.65264892578125,410.0,646.5308227539062,765.1834716796875,-8165.99267578125
461,ReadOnlyTensor(0.0611),153.29776000976562,160.0,339.1536865234375,765.1834716796875,-8165.99267578125
462,ReadOnlyTensor(0.0605),408.6442565917969,334.88262939453125,639.60888671875,765.1834716796875,-8165.99267578125
463,ReadOnlyTensor(0.0600),373.1563415527344,354.7838439941406,589.056396484375,765.1834716796875,-8165.99267578125
464,ReadOnlyTensor(0.0594),481.0077209472656,529.930908203125,610.3071899414062,765.1834716796875,-8165.99267578125
465,ReadOnlyTensor(0.0589),376.8063049316406,375.64208984375,562.195068359375,765.1834716796875,-8165.99267578125
466,ReadOnlyTensor(0.0584),298.8701477050781,240.0,464.5897521972656,765.1834716796875,-8165.99267578125
467,ReadOnlyTensor(0.0580),339.76336669921875,320.7821350097656,520.0881958007812,765.1834716796875,-8165.99267578125
468,ReadOnlyTensor(0.0576),365.62493896484375,356.2774963378906,511.00360107421875,765.1834716796875,-8165.99267578125
469,ReadOnlyTensor(0.0572),312.29559326171875,315.6776123046875,500.9536437988281,765.1834716796875,-8165.99267578125
470,ReadOnlyTensor(0.0569),412.18572998046875,432.42767333984375,540.7091674804688,765.1834716796875,-8165.99267578125
471,ReadOnlyTensor(0.0566),316.04327392578125,288.7861022949219,571.1170654296875,765.1834716796875,-8165.99267578125
472,ReadOnlyTensor(0.0563),365.47467041015625,359.7841796875,501.0063781738281,765.1834716796875,-8165.99267578125
473,ReadOnlyTensor(0.0560),430.43658447265625,450.4768981933594,526.447998046875,765.1834716796875,-8165.99267578125
474,ReadOnlyTensor(0.0559),460.5608825683594,466.68463134765625,670.5863647460938,765.1834716796875,-8165.99267578125
475,ReadOnlyTensor(0.0557),467.5269470214844,511.8643798828125,590.44482421875,765.1834716796875,-8165.99267578125
476,ReadOnlyTensor(0.0554),340.65374755859375,401.36431884765625,581.9987182617188,765.1834716796875,-8165.99267578125
477,ReadOnlyTensor(0.0552),349.9238586425781,369.4300842285156,550.6968994140625,765.1834716796875,-8165.99267578125
478,ReadOnlyTensor(0.0551),445.35028076171875,430.7728576660156,571.3229370117188,765.1834716796875,-8165.99267578125
479,ReadOnlyTensor(0.0550),458.00701904296875,419.6197509765625,641.5604858398438,765.1834716796875,-8165.99267578125
480,ReadOnlyTensor(0.0549),514.7180786132812,491.0833740234375,629.1460571289062,765.1834716796875,-8165.99267578125
481,ReadOnlyTensor(0.0547),492.06280517578125,472.4676818847656,617.8988037109375,765.1834716796875,-8165.99267578125
482,ReadOnlyTensor(0.0545),507.8868713378906,495.26519775390625,691.23876953125,765.1834716796875,-8165.99267578125
483,ReadOnlyTensor(0.0543),450.9825744628906,431.96234130859375,588.9124145507812,765.1834716796875,-8165.99267578125
484,ReadOnlyTensor(0.0540),507.77484130859375,513.1815185546875,601.271484375,765.1834716796875,-8165.99267578125
485,ReadOnlyTensor(0.0538),508.23016357421875,494.7927551269531,615.293212890625,765.1834716796875,-8165.99267578125
486,ReadOnlyTensor(0.0536),538.6695556640625,550.730712890625,669.6271362304688,765.1834716796875,-8165.99267578125
487,ReadOnlyTensor(0.0534),524.3255615234375,528.6624145507812,606.2059936523438,765.1834716796875,-8165.99267578125
488,ReadOnlyTensor(0.0533),545.7971801757812,539.5238647460938,711.9628295898438,765.1834716796875,-8165.99267578125
489,ReadOnlyTensor(0.0534),529.3097534179688,520.0687255859375,658.1842651367188,765.1834716796875,-8165.99267578125
490,ReadOnlyTensor(0.0536),446.33050537109375,435.68731689453125,579.6740112304688,765.1834716796875,-8165.99267578125
491,ReadOnlyTensor(0.0537),593.6522216796875,589.9690551757812,690.3444213867188,765.1834716796875,-8165.99267578125
492,ReadOnlyTensor(0.0540),523.3167114257812,487.79254150390625,667.71875,765.1834716796875,-8165.99267578125
493,ReadOnlyTensor(0.0543),563.1517333984375,539.353271484375,655.1397094726562,765.1834716796875,-8165.99267578125
494,ReadOnlyTensor(0.0544),564.5365600585938,535.0740966796875,685.8699340820312,765.1834716796875,-8165.99267578125
