iter,stepsize,mean_eval,median_eval,pop_best_eval,best_eval,worst_eval
104,ReadOnlyTensor(0.0947),154.69729614257812,105.17640686035156,511.6478271484375,511.6478271484375,-8165.99267578125
105,ReadOnlyTensor(0.0945),44.816429138183594,-12.507006645202637,378.0504150390625,511.6478271484375,-8165.99267578125
106,ReadOnlyTensor(0.0946),-6.034837245941162,0.0,126.18709564208984,511.6478271484375,-8165.99267578125
107,ReadOnlyTensor(0.0947),-50.52545928955078,-10.0,177.41525268554688,511.6478271484375,-8165.99267578125
108,ReadOnlyTensor(0.0948),-233.90725708007812,-50.0,113.36956787109375,511.6478271484375,-8165.99267578125
109,ReadOnlyTensor(0.0949),-450.6378479003906,-71.7139892578125,88.54178619384766,511.6478271484375,-8165.99267578125
110,ReadOnlyTensor(0.0951),-397.7652893066406,-70.0,200.0,511.6478271484375,-8165.99267578125
111,ReadOnlyTensor(0.0953),46.19606399536133,-30.0,395.2972717285156,511.6478271484375,-8165.99267578125
112,ReadOnlyTensor(0.0952),39.27797317504883,50.0,281.5659484863281,511.6478271484375,-8165.99267578125
113,ReadOnlyTensor(0.0952),122.22248840332031,70.0,320.2423095703125,511.6478271484375,-8165.99267578125
114,ReadOnlyTensor(0.0948),-230.83694458007812,-50.0,157.10508728027344,511.6478271484375,-8165.99267578125
115,ReadOnlyTensor(0.0944),1.1563314199447632,-10.0,287.3391418457031,511.6478271484375,-8165.99267578125
116,ReadOnlyTensor(0.0938),-108.83540344238281,-30.0,185.5223846435547,511.6478271484375,-8165.99267578125
117,ReadOnlyTensor(0.0933),-51.67457962036133,10.0,141.20462036132812,511.6478271484375,-8165.99267578125
118,ReadOnlyTensor(0.0927),-58.13261795043945,-30.474702835083008,169.0795440673828,511.6478271484375,-8165.99267578125
119,ReadOnlyTensor(0.0920),-60.3682861328125,-50.0,110.0,511.6478271484375,-8165.99267578125
120,ReadOnlyTensor(0.0912),25.09954833984375,-20.0,359.3301086425781,511.6478271484375,-8165.99267578125
121,ReadOnlyTensor(0.0906),42.484535217285156,-20.0,260.0,511.6478271484375,-8165.99267578125
122,ReadOnlyTensor(0.0899),-174.62472534179688,-30.0,90.0,511.6478271484375,-8165.99267578125
123,ReadOnlyTensor(0.0892),-27.0,-40.0,90.0,511.6478271484375,-8165.99267578125
124,ReadOnlyTensor(0.0886),-90.8194580078125,-30.0,103.1919174194336,511.6478271484375,-8165.99267578125
125,ReadOnlyTensor(0.0880),86.25856018066406,40.0,406.13226318359375,511.6478271484375,-8165.99267578125
126,ReadOnlyTensor(0.0875),6.790872097015381,-10.0,104.73932647705078,511.6478271484375,-8165.99267578125
127,ReadOnlyTensor(0.0870),-110.04583740234375,10.0,313.3309631347656,511.6478271484375,-8165.99267578125
128,ReadOnlyTensor(0.0866),51.17051315307617,26.779603958129883,230.77020263671875,511.6478271484375,-8165.99267578125
129,ReadOnlyTensor(0.0864),-88.54366302490234,30.0,241.3862762451172,511.6478271484375,-8165.99267578125
130,ReadOnlyTensor(0.0861),130.28384399414062,96.26982879638672,328.69940185546875,511.6478271484375,-8165.99267578125
131,ReadOnlyTensor(0.0860),-461.27630615234375,40.0,407.6253967285156,511.6478271484375,-8165.99267578125
132,ReadOnlyTensor(0.0861),21.379913330078125,-10.0,231.11187744140625,511.6478271484375,-8165.99267578125
133,ReadOnlyTensor(0.0860),25.209991455078125,93.49285888671875,257.2296142578125,511.6478271484375,-8165.99267578125
134,ReadOnlyTensor(0.0858),-548.773193359375,-90.0,115.587646484375,511.6478271484375,-8165.99267578125
135,ReadOnlyTensor(0.0857),72.19923400878906,30.0,272.265625,511.6478271484375,-8165.99267578125
136,ReadOnlyTensor(0.0855),41.73078155517578,30.0,271.2145080566406,511.6478271484375,-8165.99267578125
137,ReadOnlyTensor(0.0854),68.08473205566406,-20.0,290.9587097167969,511.6478271484375,-8165.99267578125
138,ReadOnlyTensor(0.0854),-21.565824508666992,-50.0,129.52989196777344,511.6478271484375,-8165.99267578125
139,ReadOnlyTensor(0.0854),35.7183952331543,10.0,348.5099792480469,511.6478271484375,-8165.99267578125
140,ReadOnlyTensor(0.0853),-18.76931381225586,122.66944122314453,436.65771484375,511.6478271484375,-8165.99267578125
141,ReadOnlyTensor(0.0851),107.4390640258789,71.42149353027344,322.1290283203125,511.6478271484375,-8165.99267578125
142,ReadOnlyTensor(0.0847),66.09115600585938,-10.0,323.9198913574219,511.6478271484375,-8165.99267578125
143,ReadOnlyTensor(0.0843),16.740121841430664,0.0,275.0915832519531,511.6478271484375,-8165.99267578125
144,ReadOnlyTensor(0.0840),35.84021759033203,31.355329513549805,173.87193298339844,511.6478271484375,-8165.99267578125
145,ReadOnlyTensor(0.0836),41.37831497192383,49.229976654052734,227.29095458984375,511.6478271484375,-8165.99267578125
146,ReadOnlyTensor(0.0831),109.6690902709961,51.82060241699219,338.3563232421875,511.6478271484375,-8165.99267578125
147,ReadOnlyTensor(0.0828),131.52099609375,90.0,363.27447509765625,511.6478271484375,-8165.99267578125
148,ReadOnlyTensor(0.0825),161.2396697998047,93.35809326171875,381.1273193359375,511.6478271484375,-8165.99267578125
149,ReadOnlyTensor(0.0820),167.70191955566406,140.0,449.1970520019531,511.6478271484375,-8165.99267578125
150,ReadOnlyTensor(0.0815),117.3672103881836,114.32939910888672,448.8666076660156,511.6478271484375,-8165.99267578125
151,ReadOnlyTensor(0.0811),109.51885986328125,30.0,470.545654296875,511.6478271484375,-8165.99267578125
152,ReadOnlyTensor(0.0810),-58.203956604003906,-70.0,7.96044397354126,511.6478271484375,-8165.99267578125
153,ReadOnlyTensor(0.0805),222.70327758789062,189.51150512695312,382.11328125,511.6478271484375,-8165.99267578125
154,ReadOnlyTensor(0.0800),-16.06940269470215,-20.0,49.30596923828125,511.6478271484375,-8165.99267578125
155,ReadOnlyTensor(0.0795),-11.129694938659668,-30.0,99.0426254272461,511.6478271484375,-8165.99267578125
156,ReadOnlyTensor(0.0791),224.3363800048828,162.39195251464844,448.7570495605469,511.6478271484375,-8165.99267578125
157,ReadOnlyTensor(0.0785),72.31951141357422,10.0,311.51617431640625,511.6478271484375,-8165.99267578125
158,ReadOnlyTensor(0.0778),232.9569854736328,252.39466857910156,446.76654052734375,511.6478271484375,-8165.99267578125
159,ReadOnlyTensor(0.0774),228.39889526367188,283.53350830078125,512.9902954101562,512.9902954101562,-8165.99267578125
160,ReadOnlyTensor(0.0771),191.6969451904297,200.0,469.85174560546875,512.9902954101562,-8165.99267578125
161,ReadOnlyTensor(0.0770),117.85371398925781,10.477592468261719,538.7362060546875,538.7362060546875,-8165.99267578125
162,ReadOnlyTensor(0.0769),151.1320343017578,74.7237777709961,406.4326171875,538.7362060546875,-8165.99267578125
163,ReadOnlyTensor(0.0768),227.07467651367188,260.0,476.3794250488281,538.7362060546875,-8165.99267578125
164,ReadOnlyTensor(0.0768),316.4622497558594,368.21099853515625,554.95263671875,554.95263671875,-8165.99267578125
165,ReadOnlyTensor(0.0768),90.85838317871094,-10.0,403.96270751953125,554.95263671875,-8165.99267578125
166,ReadOnlyTensor(0.0771),157.15863037109375,117.45291900634766,559.27392578125,559.27392578125,-8165.99267578125
167,ReadOnlyTensor(0.0773),246.81277465820312,270.33148193359375,424.4395751953125,559.27392578125,-8165.99267578125
168,ReadOnlyTensor(0.0772),285.27154541015625,307.9740295410156,467.0072937011719,559.27392578125,-8165.99267578125
169,ReadOnlyTensor(0.0772),56.25171661376953,160.0,425.30816650390625,559.27392578125,-8165.99267578125
170,ReadOnlyTensor(0.0773),43.52717208862305,20.0,534.6129150390625,559.27392578125,-8165.99267578125
171,ReadOnlyTensor(0.0774),-786.8770751953125,-80.0,384.3945007324219,559.27392578125,-8165.99267578125
172,ReadOnlyTensor(0.0775),177.8433074951172,136.24696350097656,367.23590087890625,559.27392578125,-8165.99267578125
173,ReadOnlyTensor(0.0775),-107.70399475097656,-70.0,253.36996459960938,559.27392578125,-8165.99267578125
174,ReadOnlyTensor(0.0776),-309.7141418457031,0.0,340.295654296875,559.27392578125,-8165.99267578125
175,ReadOnlyTensor(0.0775),188.38311767578125,188.97425842285156,387.8502502441406,559.27392578125,-8165.99267578125
176,ReadOnlyTensor(0.0776),205.84689331054688,222.18209838867188,365.0370788574219,559.27392578125,-8165.99267578125
177,ReadOnlyTensor(0.0777),68.84403991699219,-10.0,378.1700134277344,559.27392578125,-8165.99267578125
178,ReadOnlyTensor(0.0779),181.6169891357422,220.0,398.74664306640625,559.27392578125,-8165.99267578125
179,ReadOnlyTensor(0.0778),102.50492858886719,110.0,252.44395446777344,559.27392578125,-8165.99267578125
180,ReadOnlyTensor(0.0777),253.90194702148438,280.5257873535156,378.60791015625,559.27392578125,-8165.99267578125
181,ReadOnlyTensor(0.0778),34.31597137451172,30.0,270.3739318847656,559.27392578125,-8165.99267578125
182,ReadOnlyTensor(0.0777),195.8664093017578,194.51576232910156,464.0364990234375,559.27392578125,-8165.99267578125
183,ReadOnlyTensor(0.0777),210.6111297607422,150.0,506.46209716796875,559.27392578125,-8165.99267578125
184,ReadOnlyTensor(0.0776),276.18365478515625,227.9507293701172,461.7124328613281,559.27392578125,-8165.99267578125
185,ReadOnlyTensor(0.0776),222.2451171875,188.5089569091797,412.8421325683594,559.27392578125,-8165.99267578125
186,ReadOnlyTensor(0.0777),326.6173095703125,314.0782165527344,451.7633361816406,559.27392578125,-8165.99267578125
187,ReadOnlyTensor(0.0777),287.00579833984375,294.0927734375,439.8648681640625,559.27392578125,-8165.99267578125
188,ReadOnlyTensor(0.0777),312.72296142578125,321.7094421386719,650.2723999023438,650.2723999023438,-8165.99267578125
189,ReadOnlyTensor(0.0775),343.23187255859375,316.28704833984375,632.6405639648438,650.2723999023438,-8165.99267578125
190,ReadOnlyTensor(0.0772),-45.46717071533203,387.0278015136719,543.1837158203125,650.2723999023438,-8165.99267578125
191,ReadOnlyTensor(0.0768),357.2457580566406,363.2213134765625,451.29437255859375,650.2723999023438,-8165.99267578125
192,ReadOnlyTensor(0.0765),93.26580810546875,61.804832458496094,339.2801513671875,650.2723999023438,-8165.99267578125
193,ReadOnlyTensor(0.0762),213.09231567382812,197.08615112304688,436.55181884765625,650.2723999023438,-8165.99267578125
194,ReadOnlyTensor(0.0760),225.74832153320312,200.0,446.5000915527344,650.2723999023438,-8165.99267578125
195,ReadOnlyTensor(0.0759),261.1623840332031,242.55014038085938,411.9342041015625,650.2723999023438,-8165.99267578125
196,ReadOnlyTensor(0.0756),265.7903747558594,234.53895568847656,467.49566650390625,650.2723999023438,-8165.99267578125
197,ReadOnlyTensor(0.0752),270.66546630859375,292.71044921875,451.3486633300781,650.2723999023438,-8165.99267578125
198,ReadOnlyTensor(0.0748),422.5530700683594,417.5087585449219,575.3756713867188,650.2723999023438,-8165.99267578125
199,ReadOnlyTensor(0.0743),168.3894805908203,120.0,364.2242126464844,650.2723999023438,-8165.99267578125
200,ReadOnlyTensor(0.0737),223.5009307861328,168.17764282226562,480.56243896484375,650.2723999023438,-8165.99267578125
201,ReadOnlyTensor(0.0733),386.0587463378906,370.04241943359375,530.1019287109375,650.2723999023438,-8165.99267578125
202,ReadOnlyTensor(0.0726),17.50906753540039,211.21621704101562,487.94903564453125,650.2723999023438,-8165.99267578125
203,ReadOnlyTensor(0.0720),103.41682434082031,20.0,375.9390869140625,650.2723999023438,-8165.99267578125
204,ReadOnlyTensor(0.0714),371.15716552734375,354.9640808105469,611.5820922851562,650.2723999023438,-8165.99267578125
205,ReadOnlyTensor(0.0709),366.4272155761719,389.7933349609375,517.0343017578125,650.2723999023438,-8165.99267578125
206,ReadOnlyTensor(0.0703),390.8385009765625,416.40283203125,627.812744140625,650.2723999023438,-8165.99267578125
207,ReadOnlyTensor(0.0698),369.604736328125,299.64776611328125,578.1593627929688,650.2723999023438,-8165.99267578125
208,ReadOnlyTensor(0.0694),331.3401794433594,379.82080078125,538.489013671875,650.2723999023438,-8165.99267578125
209,ReadOnlyTensor(0.0689),322.48431396484375,358.5292663574219,579.287353515625,650.2723999023438,-8165.99267578125
210,ReadOnlyTensor(0.0684),360.6396484375,413.8131103515625,539.6303100585938,650.2723999023438,-8165.99267578125
211,ReadOnlyTensor(0.0680),310.0267639160156,319.55865478515625,510.4611511230469,650.2723999023438,-8165.99267578125
212,ReadOnlyTensor(0.0676),343.1138000488281,314.1181640625,556.849365234375,650.2723999023438,-8165.99267578125
213,ReadOnlyTensor(0.0673),138.75880432128906,60.0,368.8935241699219,650.2723999023438,-8165.99267578125
214,ReadOnlyTensor(0.0667),23.286529541015625,21.458730697631836,285.249755859375,650.2723999023438,-8165.99267578125
215,ReadOnlyTensor(0.0662),321.5923156738281,361.12152099609375,520.1609497070312,650.2723999023438,-8165.99267578125
216,ReadOnlyTensor(0.0657),396.206298828125,382.85198974609375,576.4803466796875,650.2723999023438,-8165.99267578125
217,ReadOnlyTensor(0.0654),425.68170166015625,419.907958984375,509.5141296386719,650.2723999023438,-8165.99267578125
218,ReadOnlyTensor(0.0651),275.20428466796875,244.58926391601562,526.618408203125,650.2723999023438,-8165.99267578125
219,ReadOnlyTensor(0.0651),358.00799560546875,366.59979248046875,502.0259094238281,650.2723999023438,-8165.99267578125
220,ReadOnlyTensor(0.0651),110.8387222290039,0.0,425.7543640136719,650.2723999023438,-8165.99267578125
221,ReadOnlyTensor(0.0650),252.6004638671875,200.0,470.07843017578125,650.2723999023438,-8165.99267578125
222,ReadOnlyTensor(0.0647),305.42327880859375,308.19769287109375,447.9583740234375,650.2723999023438,-8165.99267578125
223,ReadOnlyTensor(0.0644),358.8509521484375,342.8899841308594,531.5485229492188,650.2723999023438,-8165.99267578125
224,ReadOnlyTensor(0.0640),241.24307250976562,230.0,474.020263671875,650.2723999023438,-8165.99267578125
225,ReadOnlyTensor(0.0637),298.0074157714844,300.0,476.3699951171875,650.2723999023438,-8165.99267578125
226,ReadOnlyTensor(0.0633),220.9840545654297,238.88409423828125,441.716064453125,650.2723999023438,-8165.99267578125
227,ReadOnlyTensor(0.0630),339.6026916503906,367.3937072753906,411.01824951171875,650.2723999023438,-8165.99267578125
228,ReadOnlyTensor(0.0628),257.2243347167969,220.0,411.2702941894531,650.2723999023438,-8165.99267578125
229,ReadOnlyTensor(0.0625),343.1949768066406,433.125732421875,679.6400756835938,679.6400756835938,-8165.99267578125
230,ReadOnlyTensor(0.0621),211.8065185546875,180.0,431.71630859375,679.6400756835938,-8165.99267578125
231,ReadOnlyTensor(0.0618),190.27638244628906,160.0,393.0303649902344,679.6400756835938,-8165.99267578125
232,ReadOnlyTensor(0.0615),322.927001953125,359.5184631347656,424.4183654785156,679.6400756835938,-8165.99267578125
233,ReadOnlyTensor(0.0613),312.1178894042969,294.413330078125,420.2177429199219,679.6400756835938,-8165.99267578125
234,ReadOnlyTensor(0.0611),333.91473388671875,378.8424987792969,568.0988159179688,679.6400756835938,-8165.99267578125
235,ReadOnlyTensor(0.0611),219.4475555419922,180.0,439.8978271484375,679.6400756835938,-8165.99267578125
236,ReadOnlyTensor(0.0611),321.9855041503906,361.27935791015625,441.0810241699219,679.6400756835938,-8165.99267578125
237,ReadOnlyTensor(0.0611),353.95989990234375,343.5603942871094,500.3017578125,679.6400756835938,-8165.99267578125
238,ReadOnlyTensor(0.0611),317.65545654296875,354.3688049316406,518.69091796875,679.6400756835938,-8165.99267578125
239,ReadOnlyTensor(0.0610),244.82644653320312,270.0,430.07757568359375,679.6400756835938,-8165.99267578125
240,ReadOnlyTensor(0.0610),363.4681396484375,393.0339660644531,498.5482482910156,679.6400756835938,-8165.99267578125
241,ReadOnlyTensor(0.0609),142.6072235107422,150.0,386.07232666015625,679.6400756835938,-8165.99267578125
242,ReadOnlyTensor(0.0609),368.3162536621094,373.4757995605469,611.2213134765625,679.6400756835938,-8165.99267578125
243,ReadOnlyTensor(0.0611),296.3006896972656,314.6706848144531,632.0263671875,679.6400756835938,-8165.99267578125
244,ReadOnlyTensor(0.0612),277.71966552734375,270.0,530.449951171875,679.6400756835938,-8165.99267578125
245,ReadOnlyTensor(0.0614),194.52584838867188,160.0,501.47674560546875,679.6400756835938,-8165.99267578125
246,ReadOnlyTensor(0.0616),282.7456359863281,260.0,581.4296875,679.6400756835938,-8165.99267578125
247,ReadOnlyTensor(0.0617),412.83538818359375,433.08544921875,517.3732299804688,679.6400756835938,-8165.99267578125
248,ReadOnlyTensor(0.0619),73.28153991699219,70.0,352.8154296875,679.6400756835938,-8165.99267578125
249,ReadOnlyTensor(0.0620),339.1205749511719,339.52264404296875,472.4903869628906,679.6400756835938,-8165.99267578125
250,ReadOnlyTensor(0.0622),406.9206237792969,428.03570556640625,520.9407958984375,679.6400756835938,-8165.99267578125
