iter,stepsize,mean_eval,median_eval,pop_best_eval
1,ReadOnlyTensor(0.0394),6.560175895690918,8.431044578552246,9.945236206054688
2,ReadOnlyTensor(0.0389),10.17956256866455,9.703298568725586,13.651140213012695
3,ReadOnlyTensor(0.0384),8.6388578414917,9.01972484588623,12.573848724365234
4,ReadOnlyTensor(0.0379),8.958298683166504,9.06137466430664,12.168426513671875
5,ReadOnlyTensor(0.0375),8.627453804016113,10.538362503051758,14.983763694763184
6,ReadOnlyTensor(0.0371),8.108856201171875,8.513618469238281,15.221610069274902
7,ReadOnlyTensor(0.0368),9.877205848693848,10.98975944519043,17.231441497802734
8,ReadOnlyTensor(0.0364),13.102422714233398,12.019706726074219,16.29449462890625
9,ReadOnlyTensor(0.0361),12.16102409362793,11.227622985839844,15.29616928100586
10,ReadOnlyTensor(0.0359),8.86368179321289,7.857240676879883,12.864983558654785
11,ReadOnlyTensor(0.0356),10.944149017333984,11.30628776550293,14.329100608825684
12,ReadOnlyTensor(0.0354),9.334585189819336,9.938142776489258,13.399343490600586
13,ReadOnlyTensor(0.0352),10.037384033203125,10.177669525146484,15.550623893737793
14,ReadOnlyTensor(0.0350),10.925311088562012,11.315591812133789,13.557889938354492
15,ReadOnlyTensor(0.0348),10.627279281616211,10.446101188659668,16.968727111816406
16,ReadOnlyTensor(0.0346),10.551664352416992,10.519794464111328,12.738825798034668
17,ReadOnlyTensor(0.0344),12.09434700012207,11.87428092956543,15.428441047668457
18,ReadOnlyTensor(0.0343),10.458158493041992,9.00893497467041,15.409795761108398
19,ReadOnlyTensor(0.0342),11.764640808105469,10.983823776245117,16.673465728759766
20,ReadOnlyTensor(0.0340),10.70410442352295,12.019561767578125,12.929338455200195
21,ReadOnlyTensor(0.0338),12.622960090637207,12.775205612182617,15.470345497131348
22,ReadOnlyTensor(0.0337),13.245500564575195,13.309103012084961,17.547792434692383
23,ReadOnlyTensor(0.0336),13.096295356750488,12.752995491027832,18.637985229492188
24,ReadOnlyTensor(0.0334),9.575440406799316,9.415361404418945,15.455839157104492
25,ReadOnlyTensor(0.0333),13.407724380493164,14.309345245361328,17.53803253173828
26,ReadOnlyTensor(0.0332),11.45354175567627,11.835954666137695,15.163578033447266
27,ReadOnlyTensor(0.0331),13.379684448242188,13.61427116394043,19.29503631591797
28,ReadOnlyTensor(0.0330),11.213285446166992,11.575296401977539,16.094043731689453
29,ReadOnlyTensor(0.0329),9.246381759643555,8.13795280456543,16.862991333007812
30,ReadOnlyTensor(0.0328),11.676151275634766,9.506556510925293,17.635601043701172
31,ReadOnlyTensor(0.0327),9.811079025268555,8.99261474609375,17.388168334960938
32,ReadOnlyTensor(0.0326),13.18617057800293,13.568046569824219,17.90169334411621
33,ReadOnlyTensor(0.0325),10.702163696289062,12.05681037902832,15.913469314575195
34,ReadOnlyTensor(0.0324),8.005885124206543,7.372770309448242,14.188084602355957
35,ReadOnlyTensor(0.0323),7.402610778808594,4.091056823730469,13.068370819091797
36,ReadOnlyTensor(0.0322),10.470060348510742,10.80416488647461,16.14923095703125
37,ReadOnlyTensor(0.0322),6.544532775878906,5.52768611907959,11.3078031539917
38,ReadOnlyTensor(0.0321),9.563323020935059,10.262266159057617,15.159862518310547
39,ReadOnlyTensor(0.0320),7.788641452789307,7.11126708984375,13.68086051940918
40,ReadOnlyTensor(0.0320),11.245147705078125,11.156271934509277,17.559934616088867
41,ReadOnlyTensor(0.0319),11.376447677612305,11.834901809692383,16.11211585998535
42,ReadOnlyTensor(0.0319),12.673126220703125,13.766340255737305,15.657154083251953
43,ReadOnlyTensor(0.0318),11.055145263671875,10.017112731933594,16.469865798950195
44,ReadOnlyTensor(0.0317),10.72748851776123,11.336795806884766,14.81721305847168
45,ReadOnlyTensor(0.0317),8.47894287109375,8.875530242919922,12.572901725769043
46,ReadOnlyTensor(0.0316),10.821127891540527,10.296405792236328,16.47281837463379
47,ReadOnlyTensor(0.0316),9.176566123962402,9.214183807373047,12.070747375488281
48,ReadOnlyTensor(0.0315),11.87170124053955,13.650114059448242,18.17449188232422
49,ReadOnlyTensor(0.0315),14.465902328491211,15.20086669921875,18.109163284301758
50,ReadOnlyTensor(0.0314),9.037691116333008,8.625864028930664,15.152615547180176
51,ReadOnlyTensor(0.0314),11.48271369934082,11.160892486572266,17.68562126159668
52,ReadOnlyTensor(0.0314),10.640182495117188,10.6044340133667,15.884517669677734
53,ReadOnlyTensor(0.0313),12.20468807220459,12.872732162475586,17.061786651611328
54,ReadOnlyTensor(0.0313),12.157346725463867,13.604142189025879,16.691974639892578
55,ReadOnlyTensor(0.0313),10.594545364379883,11.453240394592285,16.553762435913086
56,ReadOnlyTensor(0.0313),13.169519424438477,13.305278778076172,18.166900634765625
57,ReadOnlyTensor(0.0312),14.092643737792969,13.994976043701172,19.49286460876465
58,ReadOnlyTensor(0.0312),12.200089454650879,12.233283042907715,19.08401870727539
59,ReadOnlyTensor(0.0312),13.599108695983887,13.469995498657227,18.397672653198242
60,ReadOnlyTensor(0.0312),10.0451021194458,10.067935943603516,15.491287231445312
61,ReadOnlyTensor(0.0312),14.02232837677002,14.946878433227539,17.407684326171875
62,ReadOnlyTensor(0.0312),13.110677719116211,12.11041259765625,16.263505935668945
63,ReadOnlyTensor(0.0311),13.331448554992676,13.988015174865723,17.77684783935547
64,ReadOnlyTensor(0.0311),13.6066255569458,13.637125015258789,18.786144256591797
65,ReadOnlyTensor(0.0311),12.716463088989258,12.034073829650879,16.459999084472656
66,ReadOnlyTensor(0.0311),13.305837631225586,12.325750350952148,19.984100341796875
67,ReadOnlyTensor(0.0310),13.68078899383545,14.02343463897705,17.478591918945312
68,ReadOnlyTensor(0.0310),12.228995323181152,10.48423957824707,17.237041473388672
69,ReadOnlyTensor(0.0310),13.671777725219727,12.432469367980957,18.9821834564209
70,ReadOnlyTensor(0.0310),15.123141288757324,13.957728385925293,23.244674682617188
71,ReadOnlyTensor(0.0310),14.846951484680176,14.063671112060547,21.329872131347656
72,ReadOnlyTensor(0.0310),15.208963394165039,15.385883331298828,19.222370147705078
73,ReadOnlyTensor(0.0310),11.272619247436523,10.605230331420898,13.978705406188965
74,ReadOnlyTensor(0.0310),13.594940185546875,14.478711128234863,19.391324996948242
75,ReadOnlyTensor(0.0311),14.556716918945312,13.064779281616211,21.003934860229492
76,ReadOnlyTensor(0.0311),16.039159774780273,16.163759231567383,20.700836181640625
77,ReadOnlyTensor(0.0311),12.225150108337402,11.272753715515137,20.49645233154297
78,ReadOnlyTensor(0.0311),13.847577095031738,13.28020191192627,19.048246383666992
79,ReadOnlyTensor(0.0311),13.150769233703613,13.056373596191406,19.336305618286133
80,ReadOnlyTensor(0.0311),14.699445724487305,13.631729125976562,20.2291316986084
81,ReadOnlyTensor(0.0311),13.585960388183594,13.63613510131836,16.945083618164062
82,ReadOnlyTensor(0.0311),12.082418441772461,11.292768478393555,17.128244400024414
83,ReadOnlyTensor(0.0311),16.315937042236328,16.05833625793457,22.281105041503906
84,ReadOnlyTensor(0.0311),13.71081256866455,13.380620002746582,16.069665908813477
85,ReadOnlyTensor(0.0311),11.818017959594727,12.784478187561035,16.972196578979492
86,ReadOnlyTensor(0.0311),14.649371147155762,15.635671615600586,18.953289031982422
87,ReadOnlyTensor(0.0311),15.682711601257324,16.964256286621094,19.546371459960938
88,ReadOnlyTensor(0.0311),13.0552396774292,11.318668365478516,18.660118103027344
89,ReadOnlyTensor(0.0311),16.41326332092285,18.421125411987305,19.510692596435547
90,ReadOnlyTensor(0.0310),16.781278610229492,16.323867797851562,23.250892639160156
91,ReadOnlyTensor(0.0310),15.285799026489258,13.857292175292969,20.286592483520508
92,ReadOnlyTensor(0.0310),18.62564468383789,18.828739166259766,20.933063507080078
93,ReadOnlyTensor(0.0309),15.570045471191406,14.962881088256836,19.306758880615234
94,ReadOnlyTensor(0.0309),15.645315170288086,15.5607328414917,19.52733612060547
95,ReadOnlyTensor(0.0309),15.529986381530762,14.956178665161133,22.614215850830078
96,ReadOnlyTensor(0.0308),18.12004852294922,17.499317169189453,20.94228744506836
97,ReadOnlyTensor(0.0308),17.991718292236328,18.286474227905273,20.68248748779297
98,ReadOnlyTensor(0.0308),17.167842864990234,18.43376922607422,22.322330474853516
99,ReadOnlyTensor(0.0308),17.7037410736084,17.81255340576172,19.02608871459961
100,ReadOnlyTensor(0.0308),17.436511993408203,17.35777473449707,22.378875732421875
101,ReadOnlyTensor(0.0308),18.71641731262207,18.629562377929688,22.935195922851562
102,ReadOnlyTensor(0.0308),15.312963485717773,15.280328750610352,20.64345932006836
103,ReadOnlyTensor(0.0308),16.323596954345703,17.220638275146484,20.938196182250977
