iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,7116.43798828125,2330.1103515625,5205.0,2330.1103515625,12933.0
2,4775.6484375,3145.0,4665.0,2330.1103515625,12933.0
3,5049.88720703125,2830.0,4825.0,2330.1103515625,12933.0
4,5033.81201171875,3230.0,4370.0,2330.1103515625,12933.0
5,4728.40478515625,3065.0,3960.0,2330.1103515625,12933.0
6,4825.22314453125,2695.0,4330.0,2330.1103515625,13963.0
7,4652.66357421875,2904.912841796875,4705.0,2330.1103515625,13963.0
8,5077.05029296875,2980.0,4755.0,2330.1103515625,13963.0
9,4584.62841796875,2470.0,4610.0,2330.1103515625,13963.0
10,4483.59375,2535.0,4585.0,2330.1103515625,13963.0
11,4497.67578125,2935.0,4580.0,2330.1103515625,13963.0
12,4386.7080078125,2625.0,4375.0,2330.1103515625,13963.0
13,4281.38916015625,1880.0,4270.0,1880.0,13963.0
14,4482.6064453125,2950.0,4335.0,1880.0,13963.0
15,4391.30419921875,2690.0,4144.16357421875,1880.0,13963.0
16,4365.62646484375,3105.0,4300.00048828125,1880.0,13963.0
17,4618.20556640625,3505.026123046875,4430.0,1880.0,13963.0
18,5134.64208984375,3115.0,4715.0,1880.0,13963.0
19,4659.10498046875,2395.0,4550.0,1880.0,13963.0
20,4175.54833984375,2815.0,4226.20947265625,1880.0,13963.0
21,4407.880859375,3180.0,4335.0,1880.0,13963.0
22,4784.10693359375,3630.0,4763.38037109375,1880.0,13963.0
23,4096.09228515625,2670.0,4290.95947265625,1880.0,13963.0
24,4381.08056640625,3315.0,4070.138427734375,1880.0,13963.0
25,5154.14111328125,2290.0,4268.1865234375,1880.0,13963.0
26,4470.62646484375,3000.0,4225.0,1880.0,13963.0
27,6275.51025390625,3275.0,4710.72412109375,1880.0,13963.0
28,4936.201171875,3168.9775390625,4520.0,1880.0,13963.0
29,5370.80615234375,3560.0,4893.11474609375,1880.0,13963.0
30,4670.5009765625,3165.0,4705.0,1880.0,13963.0
31,4870.59814453125,2875.1494140625,4560.0,1880.0,13963.0
32,4403.11376953125,2955.0,4495.0,1880.0,13963.0
33,4934.6982421875,3385.0,4430.0,1880.0,13963.0
34,4436.10693359375,3240.0,4345.0,1880.0,13963.0
35,4339.56298828125,2465.0,4390.0,1880.0,13963.0
36,4457.998046875,2870.0,4380.0,1880.0,13963.0
37,5465.9296875,3635.87841796875,4945.0,1880.0,13963.0
38,5276.06494140625,2365.0,4960.0,1880.0,13963.0
39,4226.712890625,2370.0,4005.886474609375,1880.0,13963.0
40,4472.708984375,3177.623779296875,4045.137939453125,1880.0,13963.0
41,5444.06591796875,3100.0,4725.0,1880.0,13963.0
42,4089.286865234375,2320.0,3840.0,1880.0,13963.0
43,5192.4580078125,3085.0,4595.0,1880.0,13963.0
44,5799.13037109375,2745.0,4510.0,1880.0,13963.0
45,4806.04052734375,3130.586181640625,4240.0,1880.0,13963.0
46,5220.861328125,2770.0,4255.0,1880.0,13963.0
47,4472.49658203125,3165.0,4515.00732421875,1880.0,13963.0
48,5104.666015625,2490.0,4590.0,1880.0,13963.0
49,4452.54052734375,3375.0,4380.0,1880.0,13963.0
50,4666.92529296875,2530.0,4755.0,1880.0,13963.0
51,4969.12890625,2820.0,4620.0,1880.0,13963.0
52,4846.802734375,2260.0,4185.0,1880.0,13963.0
