iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
136,4543.29833984375,2995.0,4170.0,1905.03076171875,12735.021484375
137,4668.88134765625,3305.0,4490.0,1905.03076171875,12735.021484375
138,4942.57177734375,2920.0,4710.0,1905.03076171875,12735.021484375
139,4454.49365234375,3515.0,4540.0,1905.03076171875,12735.021484375
140,5001.66015625,2780.0,4405.0,1905.03076171875,18324.59765625
141,5450.5703125,2920.25,4730.13916015625,1905.03076171875,18324.59765625
142,4566.97412109375,2985.0,4325.53466796875,1905.03076171875,18324.59765625
143,4571.75927734375,2625.0,4045.0,1905.03076171875,18324.59765625
144,5967.01708984375,3350.0,4730.0,1905.03076171875,18324.59765625
145,4376.4697265625,2900.64306640625,4030.12109375,1905.03076171875,18324.59765625
146,5430.1201171875,2710.216796875,4445.0,1905.03076171875,18324.59765625
147,4630.84814453125,2120.0,4505.0,1905.03076171875,18324.59765625
148,4513.81787109375,2641.617919921875,4445.0,1905.03076171875,18324.59765625
149,4129.10205078125,2840.0,4111.75537109375,1905.03076171875,18324.59765625
150,4616.3427734375,2300.0,4130.0,1905.03076171875,18324.59765625
151,4870.92919921875,2905.0,4350.0,1905.03076171875,18324.59765625
152,4163.970703125,2840.0,4043.508056640625,1905.03076171875,18324.59765625
153,4610.15869140625,2285.459228515625,4370.0,1905.03076171875,18324.59765625
154,4460.64794921875,3565.0,4290.0,1905.03076171875,18324.59765625
155,4683.84521484375,2785.0,4790.0,1905.03076171875,18324.59765625
156,4945.6318359375,1930.0,4395.0,1905.03076171875,18324.59765625
157,4823.63671875,2710.0,4520.0,1905.03076171875,18324.59765625
158,4719.72607421875,3200.0,4185.0,1905.03076171875,18324.59765625
159,4419.67431640625,2385.0,4095.051025390625,1905.03076171875,18324.59765625
160,4986.33203125,3045.0,4410.0,1905.03076171875,18324.59765625
161,4187.73193359375,2675.064697265625,4095.0,1905.03076171875,18324.59765625
162,4400.04248046875,3035.0,4230.0,1905.03076171875,18324.59765625
163,4246.04150390625,2880.0,3980.0,1905.03076171875,18324.59765625
164,4688.43408203125,2285.0,4275.0,1905.03076171875,18324.59765625
165,4118.544921875,2580.0,4075.0,1905.03076171875,18324.59765625
166,4753.73046875,1965.0,4486.91455078125,1905.03076171875,18324.59765625
167,4972.2607421875,3410.0,4355.2548828125,1905.03076171875,18324.59765625
168,4346.29541015625,2265.0,4005.946533203125,1905.03076171875,18324.59765625
169,4179.4443359375,2510.0,4140.0,1905.03076171875,18324.59765625
170,4912.46337890625,3260.0,4385.0,1905.03076171875,18324.59765625
171,5557.98388671875,2930.0,4570.50830078125,1905.03076171875,18324.59765625
172,4868.26171875,2900.0,4235.0,1905.03076171875,18324.59765625
173,4649.935546875,2285.0,4145.0244140625,1905.03076171875,18324.59765625
174,4887.21142578125,3215.0,4375.0,1905.03076171875,18324.59765625
175,4658.60888671875,2845.0,4345.0,1905.03076171875,18324.59765625
176,5163.35009765625,3713.71337890625,4900.0,1905.03076171875,18324.59765625
177,4492.677734375,2450.272216796875,4620.13525390625,1905.03076171875,18324.59765625
178,4352.71630859375,2352.119384765625,4275.14990234375,1905.03076171875,18324.59765625
179,4290.16259765625,2435.0,4130.2109375,1905.03076171875,18324.59765625
180,4309.96923828125,2512.12109375,4315.0,1905.03076171875,18324.59765625
181,4604.06396484375,3185.0,4430.0,1905.03076171875,18324.59765625
182,4833.20751953125,2115.0,4635.27392578125,1905.03076171875,18324.59765625
183,4462.779296875,2840.000732421875,4155.2412109375,1905.03076171875,18324.59765625
184,4812.95361328125,2600.490234375,4240.0673828125,1905.03076171875,18324.59765625
185,5100.73779296875,3230.0,4440.0,1905.03076171875,18324.59765625
186,5757.29833984375,2990.8134765625,4725.0,1905.03076171875,18324.59765625
187,4363.037109375,3035.0,4240.0,1905.03076171875,18324.59765625
188,5682.81396484375,2385.065673828125,4565.0009765625,1905.03076171875,18324.59765625
189,4768.51220703125,2800.0,4257.15673828125,1905.03076171875,18324.59765625
190,4642.72412109375,2240.0,4220.0,1905.03076171875,18324.59765625
191,4267.52490234375,3210.0,4020.0,1905.03076171875,18324.59765625
192,4325.50537109375,2130.0,3945.0,1905.03076171875,18324.59765625
193,5324.25048828125,3010.0,4285.0,1905.03076171875,18324.59765625
194,4728.08349609375,2815.0,4450.0,1905.03076171875,18324.59765625
195,4669.86669921875,2840.0,4390.0,1905.03076171875,18324.59765625
196,4636.4853515625,2750.0,4520.0,1905.03076171875,18324.59765625
197,4592.0322265625,3075.0,4555.0,1905.03076171875,18324.59765625
198,4398.3349609375,1740.0,4440.0,1740.0,18324.59765625
199,5348.11279296875,3020.0,4700.0,1740.0,18324.59765625
200,4729.84619140625,3188.302001953125,4300.0,1740.0,18324.59765625
201,5074.61865234375,2965.0,4820.0,1740.0,18324.59765625
202,4218.68505859375,2650.0,4075.0,1740.0,18324.59765625
203,4867.38037109375,2705.0,4165.0,1740.0,18324.59765625
204,4264.48388671875,2845.0,4135.0,1740.0,18324.59765625
205,4578.99658203125,3055.0,4157.27978515625,1740.0,18324.59765625
